sub,session,task,rt,corr
MSC02,Session 8,random,720,corr
MSC02,Session 8,random,631,corr
MSC02,Session 8,random,651,corr
MSC02,Session 8,coherent,887,corr
MSC02,Session 8,random,691,corr
MSC02,Session 8,coherent,617,corr
MSC02,Session 8,random,616,corr
MSC02,Session 8,coherent,698,corr
MSC02,Session 8,random,635,corr
MSC02,Session 8,random,785,corr
MSC02,Session 8,coherent,670,corr
MSC02,Session 8,random,609,corr
MSC02,Session 8,random,598,corr
MSC02,Session 8,coherent,540,corr
MSC02,Session 8,coherent,682,corr
MSC02,Session 8,coherent,638,corr
MSC02,Session 8,random,739,corr
MSC02,Session 8,Noun,839,corr
MSC02,Session 8,Noun,1356,corr
MSC02,Session 8,Verb,866,corr
MSC02,Session 8,Noun,1103,corr
MSC02,Session 8,Noun,1097,corr
MSC02,Session 8,Verb,1803,err
MSC02,Session 8,Verb,1187,corr
MSC02,Session 8,Verb,1662,corr
MSC02,Session 8,Noun,1147,corr
MSC02,Session 8,Verb,1298,corr
MSC02,Session 8,Verb,1028,corr
MSC02,Session 8,Noun,741,corr
MSC02,Session 8,Verb,876,corr
MSC02,Session 8,Verb,1298,corr
MSC02,Session 8,Noun,931,corr
MSC02,Session 8,Noun,775,corr
MSC02,Session 8,Noun,1033,corr
MSC02,Session 8,Verb,927,corr
MSC02,Session 8,Verb,1136,corr
MSC02,Session 8,Noun,646,corr
MSC02,Session 8,Noun,622,corr
MSC02,Session 8,Verb,853,corr
MSC02,Session 8,Noun,649,corr
MSC02,Session 8,Verb,818,corr
MSC02,Session 8,Verb,1028,corr
MSC02,Session 8,Noun,1091,corr
MSC02,Session 8,Noun,797,corr
MSC02,Session 8,Noun,1097,corr
MSC02,Session 8,Verb,1191,corr
MSC02,Session 8,Verb,748,corr
MSC02,Session 9,random,624,corr
MSC02,Session 9,random,1317,err
MSC02,Session 9,coherent,689,corr
MSC02,Session 9,coherent,739,corr
MSC02,Session 9,random,685,corr
MSC02,Session 9,coherent,669,corr
MSC02,Session 9,coherent,736,corr
MSC02,Session 9,random,500,corr
MSC02,Session 9,random,1339,corr
MSC02,Session 9,random,757,corr
MSC02,Session 9,coherent,721,corr
MSC02,Session 9,coherent,727,corr
MSC02,Session 9,coherent,510,corr
MSC02,Session 9,coherent,563,corr
MSC02,Session 9,random,681,corr
MSC02,Session 9,random,737,corr
MSC02,Session 9,random,468,err
MSC02,Session 9,coherent,1047,corr
MSC02,Session 9,random,606,corr
MSC02,Session 9,coherent,1523,corr
MSC02,Session 9,random,537,corr
MSC02,Session 9,coherent,659,corr
MSC02,Session 9,coherent,958,corr
MSC02,Session 9,random,616,corr
MSC02,Session 9,coherent,1495,corr
MSC02,Session 9,coherent,1008,corr
MSC02,Session 9,random,689,corr
MSC02,Session 9,random,629,corr
MSC02,Session 9,random,666,corr
MSC02,Session 9,coherent,827,corr
MSC02,Session 9,Verb,901,corr
MSC02,Session 9,Verb,1414,corr
MSC02,Session 9,Verb,851,corr
MSC02,Session 9,Noun,850,corr
MSC02,Session 9,Verb,1031,corr
MSC02,Session 9,Noun,1080,corr
MSC02,Session 9,Noun,783,corr
MSC02,Session 9,Noun,697,corr
MSC02,Session 9,Noun,799,corr
MSC02,Session 9,Verb,1032,corr
MSC02,Session 9,Verb,751,corr
MSC02,Session 9,Verb,819,corr
MSC02,Session 9,Noun,669,corr
MSC02,Session 9,Verb,1081,corr
MSC02,Session 9,Noun,805,corr
MSC02,Session 9,Noun,1047,corr
MSC02,Session 9,Verb,725,corr
MSC02,Session 9,Noun,1588,corr
MSC02,Session 9,Verb,905,corr
MSC02,Session 9,Noun,827,corr
MSC02,Session 9,Verb,956,corr
MSC02,Session 9,Noun,781,corr
MSC02,Session 9,Noun,1172,corr
MSC02,Session 9,Noun,815,corr
MSC02,Session 9,Verb,711,corr
MSC02,Session 9,Noun,1233,corr
MSC02,Session 9,Noun,655,corr
MSC02,Session 9,Verb,1296,corr
MSC02,Session 9,Verb,1013,corr
MSC02,Session 9,Verb,766,corr
MSC02,Session 9,Verb,1040,corr
MSC02,Session 9,Noun,847,corr
MSC02,Session 9,Noun,701,corr
MSC02,Session 9,Noun,817,corr
MSC02,Session 9,Verb,1125,err
MSC02,Session 9,Verb,721,corr
MSC02,Session 9,Verb,1013,corr
MSC02,Session 9,Noun,1244,corr
MSC02,Session 9,Verb,1318,corr
MSC02,Session 9,Noun,1122,corr
MSC02,Session 9,Noun,911,corr
MSC02,Session 9,Noun,752,corr
MSC02,Session 9,Verb,1018,corr
MSC02,Session 9,Verb,1193,corr
MSC02,Session 9,Noun,1205,corr
MSC02,Session 9,Noun,663,corr
MSC02,Session 9,Noun,982,corr
MSC02,Session 9,Verb,896,corr
MSC02,Session 9,Verb,1039,corr
MSC02,Session 9,Noun,895,corr
MSC02,Session 9,Verb,1162,corr
MSC02,Session 9,Verb,1255,corr
MSC02,Session 9,Verb,755,corr
MSC02,Session 9,Verb,770,corr
MSC02,Session 9,Noun,633,corr
MSC02,Session 9,Noun,1744,corr
MSC02,Session 9,Verb,762,corr
MSC02,Session 9,Verb,876,corr
MSC02,Session 9,Noun,774,corr
MSC02,Session 9,Noun,1071,corr
MSC02,Session 9,coherent,763,corr
MSC02,Session 9,random,749,corr
MSC02,Session 9,random,837,corr
MSC02,Session 9,coherent,631,corr
MSC02,Session 9,coherent,670,err
MSC02,Session 9,random,603,corr
MSC02,Session 9,coherent,775,corr
MSC02,Session 9,random,630,corr
MSC02,Session 9,coherent,1421,err
MSC02,Session 9,coherent,576,corr
MSC02,Session 9,coherent,642,corr
MSC02,Session 9,random,715,corr
MSC02,Session 9,coherent,961,err
MSC02,Session 9,random,782,corr
MSC02,Session 9,random,802,corr
MSC02,Session 9,random,639,corr
MSC02,Session 9,coherent,690,corr
MSC02,Session 9,coherent,583,corr
MSC02,Session 9,random,728,corr
MSC02,Session 9,random,629,corr
MSC02,Session 9,coherent,856,corr
MSC02,Session 9,random,873,corr
MSC02,Session 9,random,703,corr
MSC02,Session 9,random,745,corr
MSC02,Session 9,coherent,602,corr
MSC02,Session 9,coherent,659,corr
MSC02,Session 9,coherent,699,corr
MSC02,Session 9,random,951,corr
MSC02,Session 9,coherent,931,corr
MSC02,Session 9,random,661,corr
MSC02,Session 10,Noun,1103,corr
MSC02,Session 10,Verb,819,corr
MSC02,Session 10,Verb,885,corr
MSC02,Session 10,Verb,866,corr
MSC02,Session 10,Noun,1297,corr
MSC02,Session 10,Noun,817,corr
MSC02,Session 10,Verb,2043,corr
MSC02,Session 10,Noun,807,corr
MSC02,Session 10,Verb,916,corr
MSC02,Session 10,Verb,869,corr
MSC02,Session 10,Noun,759,corr
MSC02,Session 10,Noun,1158,corr
MSC02,Session 10,Noun,845,corr
MSC02,Session 10,Verb,759,corr
MSC02,Session 10,Noun,1110,corr
MSC02,Session 10,Verb,1060,corr
MSC02,Session 10,Noun,907,corr
MSC02,Session 10,Verb,1126,corr
MSC02,Session 10,Verb,842,corr
MSC02,Session 10,Noun,710,corr
MSC02,Session 10,Verb,762,corr
MSC02,Session 10,Noun,585,corr
MSC02,Session 10,Noun,742,corr
MSC02,Session 10,Noun,791,corr
MSC02,Session 10,Noun,724,corr
MSC02,Session 10,Verb,758,corr
MSC02,Session 10,Verb,730,err
MSC02,Session 10,Verb,1019,corr
MSC02,Session 10,Noun,872,corr
MSC02,Session 10,Verb,1022,corr
MSC02,Session 10,coherent,849,corr
MSC02,Session 10,coherent,645,corr
MSC02,Session 10,random,600,corr
MSC02,Session 10,random,620,corr
MSC02,Session 10,coherent,603,corr
MSC02,Session 10,random,639,corr
MSC02,Session 10,random,703,corr
MSC02,Session 10,random,682,corr
MSC02,Session 10,random,626,corr
MSC02,Session 10,random,661,corr
MSC02,Session 10,coherent,621,corr
MSC02,Session 10,coherent,575,corr
MSC02,Session 10,coherent,648,corr
MSC02,Session 10,coherent,608,corr
MSC02,Session 10,random,603,corr
MSC02,Session 10,coherent,581,corr
MSC02,Session 10,random,720,corr
MSC02,Session 10,random,612,corr
MSC02,Session 10,coherent,551,corr
MSC02,Session 10,coherent,646,corr
MSC02,Session 10,coherent,488,corr
MSC02,Session 10,random,522,corr
MSC02,Session 10,random,611,corr
MSC02,Session 10,coherent,664,corr
MSC02,Session 10,coherent,759,corr
MSC02,Session 10,random,527,corr
MSC02,Session 10,random,542,corr
MSC02,Session 10,random,568,corr
MSC02,Session 10,coherent,615,corr
MSC02,Session 10,coherent,553,corr
MSC02,Session 10,coherent,659,corr
MSC02,Session 10,random,587,corr
MSC02,Session 10,coherent,599,corr
MSC02,Session 10,random,629,corr
MSC02,Session 10,coherent,528,corr
MSC02,Session 10,random,633,corr
MSC02,Session 10,coherent,552,corr
MSC02,Session 10,random,540,corr
MSC02,Session 10,coherent,542,corr
MSC02,Session 10,coherent,654,corr
MSC02,Session 10,random,586,corr
MSC02,Session 10,coherent,543,corr
MSC02,Session 10,random,571,corr
MSC02,Session 10,coherent,634,corr
MSC02,Session 10,random,744,corr
MSC02,Session 10,random,628,corr
MSC02,Session 10,random,559,corr
MSC02,Session 10,coherent,570,corr
MSC02,Session 10,coherent,514,corr
MSC02,Session 10,coherent,469,corr
MSC02,Session 10,random,622,corr
MSC02,Session 10,random,738,corr
MSC02,Session 10,random,540,corr
MSC02,Session 10,random,525,corr
MSC02,Session 10,coherent,655,corr
MSC02,Session 10,coherent,577,corr
MSC02,Session 10,random,549,corr
MSC02,Session 10,coherent,539,corr
MSC02,Session 10,coherent,531,corr
MSC02,Session 10,random,818,corr
MSC02,Session 10,Verb,1529,err
MSC02,Session 10,Verb,1446,corr
MSC02,Session 10,Noun,920,corr
MSC02,Session 10,Noun,879,corr
MSC02,Session 10,Noun,1508,corr
MSC02,Session 10,Verb,738,corr
MSC02,Session 10,Noun,1436,corr
MSC02,Session 10,Verb,804,corr
MSC02,Session 10,Noun,696,corr
MSC02,Session 10,Verb,661,corr
MSC02,Session 10,Verb,846,corr
MSC02,Session 10,Verb,887,corr
MSC02,Session 10,Noun,772,corr
MSC02,Session 10,Noun,1109,corr
MSC02,Session 10,Noun,1255,corr
MSC02,Session 10,Noun,936,corr
MSC02,Session 10,Verb,700,corr
MSC02,Session 10,Noun,956,corr
MSC02,Session 10,Verb,836,corr
MSC02,Session 10,Verb,717,corr
MSC02,Session 10,Noun,868,corr
MSC02,Session 10,Verb,633,corr
MSC02,Session 10,Noun,927,corr
MSC02,Session 10,Noun,858,corr
MSC02,Session 10,Noun,604,corr
MSC02,Session 10,Verb,1021,corr
MSC02,Session 10,Verb,656,corr
MSC02,Session 10,Noun,809,corr
MSC02,Session 10,Verb,582,err
MSC02,Session 10,Verb,727,corr
MSC03,Session 1,coherent,1489,corr
MSC03,Session 1,coherent,815,corr
MSC03,Session 1,random,759,corr
MSC03,Session 1,random,1087,corr
MSC03,Session 1,coherent,642,corr
MSC03,Session 1,random,556,corr
MSC03,Session 1,random,690,corr
MSC03,Session 1,random,663,corr
MSC03,Session 1,random,1155,corr
MSC03,Session 1,random,907,corr
MSC03,Session 1,coherent,632,corr
MSC03,Session 1,coherent,580,corr
MSC03,Session 1,coherent,707,corr
MSC03,Session 1,coherent,662,corr
MSC03,Session 1,random,823,corr
MSC03,Session 1,coherent,1074,corr
MSC03,Session 1,random,778,corr
MSC03,Session 1,random,981,err
MSC03,Session 1,coherent,897,corr
MSC03,Session 1,coherent,930,corr
MSC03,Session 1,coherent,1141,corr
MSC03,Session 1,random,755,corr
MSC03,Session 1,random,786,corr
MSC03,Session 1,coherent,882,corr
MSC03,Session 1,coherent,882,corr
MSC03,Session 1,random,783,corr
MSC03,Session 1,random,790,corr
MSC03,Session 1,random,778,corr
MSC03,Session 1,coherent,789,corr
MSC03,Session 1,coherent,888,corr
MSC03,Session 1,Noun,1448,corr
MSC03,Session 1,Verb,1785,err
MSC03,Session 1,Verb,805,corr
MSC03,Session 1,Verb,1292,corr
MSC03,Session 1,Noun,959,corr
MSC03,Session 1,Noun,933,corr
MSC03,Session 1,Verb,1147,corr
MSC03,Session 1,Noun,1275,corr
MSC03,Session 1,Verb,1504,corr
MSC03,Session 1,Verb,1120,corr
MSC03,Session 1,Noun,1173,corr
MSC03,Session 1,Noun,790,corr
MSC03,Session 1,Noun,1860,corr
MSC03,Session 1,Verb,1207,corr
MSC03,Session 1,Noun,1016,corr
MSC03,Session 1,Verb,1037,corr
MSC03,Session 1,Noun,1513,corr
MSC03,Session 1,Verb,1505,corr
MSC03,Session 1,Verb,1777,corr
MSC03,Session 1,Noun,1825,corr
MSC03,Session 1,Verb,1229,corr
MSC03,Session 1,Noun,997,corr
MSC03,Session 1,Noun,849,corr
MSC03,Session 1,Noun,1455,corr
MSC03,Session 1,Noun,N/A,NoResponse
MSC03,Session 1,Verb,1016,corr
MSC03,Session 1,Verb,1130,corr
MSC03,Session 1,Verb,1440,err
MSC03,Session 1,Noun,905,corr
MSC03,Session 1,Verb,1236,corr
MSC03,Session 1,Verb,1103,corr
MSC03,Session 1,Verb,1054,corr
MSC03,Session 1,Noun,1001,corr
MSC03,Session 1,Noun,1128,corr
MSC03,Session 1,Noun,1215,corr
MSC03,Session 1,Verb,811,corr
MSC03,Session 1,Noun,1108,corr
MSC03,Session 1,Verb,806,corr
MSC03,Session 1,Noun,1203,corr
MSC03,Session 1,Verb,1106,corr
MSC03,Session 1,Verb,1287,err
MSC03,Session 1,Verb,1182,corr
MSC03,Session 1,Noun,1045,corr
MSC03,Session 1,Noun,1015,corr
MSC03,Session 1,Noun,1174,corr
MSC03,Session 1,Noun,1212,corr
MSC03,Session 1,Verb,1169,corr
MSC03,Session 1,Noun,1534,corr
MSC03,Session 1,Verb,1442,err
MSC03,Session 1,Verb,1373,err
MSC03,Session 1,Noun,1211,corr
MSC03,Session 1,Verb,917,corr
MSC03,Session 1,Noun,1049,corr
MSC03,Session 1,Noun,899,corr
MSC03,Session 1,Noun,1080,corr
MSC03,Session 1,Verb,939,corr
MSC03,Session 1,Verb,969,corr
MSC03,Session 1,Noun,913,corr
MSC03,Session 1,Verb,1344,corr
MSC03,Session 1,Verb,1282,corr
MSC03,Session 1,coherent,1045,corr
MSC03,Session 1,random,692,corr
MSC03,Session 1,coherent,640,corr
MSC03,Session 1,random,649,corr
MSC03,Session 1,coherent,651,corr
MSC03,Session 1,random,637,corr
MSC03,Session 1,coherent,685,corr
MSC03,Session 1,random,604,corr
MSC03,Session 1,coherent,685,corr
MSC03,Session 1,coherent,1060,corr
MSC03,Session 1,random,1304,corr
MSC03,Session 1,coherent,846,corr
MSC03,Session 1,random,713,corr
MSC03,Session 1,coherent,655,corr
MSC03,Session 1,random,1117,corr
MSC03,Session 1,random,831,corr
MSC03,Session 1,random,800,corr
MSC03,Session 1,coherent,846,corr
MSC03,Session 1,coherent,1060,corr
MSC03,Session 1,coherent,747,corr
MSC03,Session 1,random,760,corr
MSC03,Session 1,random,1073,err
MSC03,Session 1,random,802,corr
MSC03,Session 1,random,1009,corr
MSC03,Session 1,coherent,978,corr
MSC03,Session 1,coherent,970,corr
MSC03,Session 1,random,730,corr
MSC03,Session 1,coherent,1019,corr
MSC03,Session 1,coherent,1122,corr
MSC03,Session 1,random,925,corr
MSC03,Session 2,Verb,1165,corr
MSC03,Session 2,Verb,739,corr
MSC03,Session 2,Verb,946,corr
MSC03,Session 2,Noun,1012,corr
MSC03,Session 2,Verb,1162,corr
MSC03,Session 2,Noun,806,corr
MSC03,Session 2,Noun,813,corr
MSC03,Session 2,Noun,1149,corr
MSC03,Session 2,Noun,767,corr
MSC03,Session 2,Verb,1369,corr
MSC03,Session 2,Verb,1109,corr
MSC03,Session 2,Verb,1303,corr
MSC03,Session 2,Noun,1302,corr
MSC03,Session 2,Verb,1054,corr
MSC03,Session 2,Noun,1182,corr
MSC03,Session 2,Noun,910,corr
MSC03,Session 2,Verb,1586,corr
MSC03,Session 2,Noun,1278,corr
MSC03,Session 2,Verb,1183,corr
MSC03,Session 2,Noun,1234,corr
MSC03,Session 2,Verb,1932,corr
MSC03,Session 2,Noun,1121,corr
MSC03,Session 2,Noun,1603,corr
MSC03,Session 2,Noun,1112,corr
MSC03,Session 2,Verb,1226,corr
MSC03,Session 2,Noun,1111,corr
MSC03,Session 2,Noun,1841,err
MSC03,Session 2,Verb,1375,corr
MSC03,Session 2,Verb,1383,corr
MSC03,Session 2,Verb,923,corr
MSC03,Session 2,random,883,corr
MSC03,Session 2,random,770,corr
MSC03,Session 2,coherent,864,corr
MSC03,Session 2,coherent,570,corr
MSC03,Session 2,random,767,corr
MSC03,Session 2,coherent,635,corr
MSC03,Session 2,coherent,695,corr
MSC03,Session 2,random,762,corr
MSC03,Session 2,random,1058,corr
MSC03,Session 2,random,720,corr
MSC03,Session 2,coherent,744,corr
MSC03,Session 2,coherent,624,corr
MSC03,Session 2,coherent,602,corr
MSC03,Session 2,coherent,657,corr
MSC03,Session 2,random,831,corr
MSC03,Session 2,random,746,corr
MSC03,Session 2,random,967,corr
MSC03,Session 2,coherent,677,corr
MSC03,Session 2,random,764,corr
MSC03,Session 2,coherent,726,corr
MSC03,Session 2,random,814,corr
MSC03,Session 2,coherent,723,corr
MSC03,Session 2,coherent,744,corr
MSC03,Session 2,random,853,corr
MSC03,Session 2,coherent,720,corr
MSC03,Session 2,coherent,635,corr
MSC03,Session 2,random,675,corr
MSC03,Session 2,random,815,corr
MSC03,Session 2,random,842,corr
MSC03,Session 2,coherent,723,corr
MSC03,Session 2,coherent,845,corr
MSC03,Session 2,random,765,corr
MSC03,Session 2,random,765,corr
MSC03,Session 2,coherent,647,corr
MSC03,Session 2,coherent,704,corr
MSC03,Session 2,random,686,corr
MSC03,Session 2,coherent,581,corr
MSC03,Session 2,random,822,corr
MSC03,Session 2,coherent,744,corr
MSC03,Session 2,coherent,687,corr
MSC03,Session 2,coherent,678,corr
MSC03,Session 2,random,803,corr
MSC03,Session 2,coherent,761,corr
MSC03,Session 2,random,1015,corr
MSC03,Session 2,random,981,corr
MSC03,Session 2,random,739,corr
MSC03,Session 2,coherent,937,corr
MSC03,Session 2,coherent,640,corr
MSC03,Session 2,random,888,corr
MSC03,Session 2,random,838,corr
MSC03,Session 2,coherent,661,corr
MSC03,Session 2,random,824,corr
MSC03,Session 2,random,1128,corr
MSC03,Session 2,random,771,corr
MSC03,Session 2,coherent,695,corr
MSC03,Session 2,coherent,665,corr
MSC03,Session 2,coherent,831,corr
MSC03,Session 2,random,847,corr
MSC03,Session 2,coherent,736,corr
MSC03,Session 2,random,755,corr
MSC03,Session 2,Verb,941,corr
MSC03,Session 2,Noun,1801,corr
MSC03,Session 2,Noun,987,corr
MSC03,Session 2,Noun,1895,corr
MSC03,Session 2,Verb,1421,corr
MSC03,Session 2,Verb,1008,corr
MSC03,Session 2,Verb,873,corr
MSC03,Session 2,Noun,1159,corr
MSC03,Session 2,Verb,1885,corr
MSC03,Session 2,Noun,1063,corr
MSC03,Session 2,Noun,891,corr
MSC03,Session 2,Noun,872,corr
MSC03,Session 2,Verb,1148,corr
MSC03,Session 2,Verb,1277,corr
MSC03,Session 2,Noun,1130,corr
MSC03,Session 2,Noun,909,corr
MSC03,Session 2,Noun,878,corr
MSC03,Session 2,Verb,1021,corr
MSC03,Session 2,Verb,1452,corr
MSC03,Session 2,Noun,991,corr
MSC03,Session 2,Verb,1422,err
MSC03,Session 2,Verb,1285,corr
MSC03,Session 2,Verb,1578,corr
MSC03,Session 2,Verb,1063,corr
MSC03,Session 2,Noun,886,corr
MSC03,Session 2,Noun,1343,corr
MSC03,Session 2,Verb,985,corr
MSC03,Session 2,Verb,1012,corr
MSC03,Session 2,Noun,1047,corr
MSC03,Session 2,Noun,1424,corr
MSC03,Session 3,random,753,corr
MSC03,Session 3,coherent,645,corr
MSC03,Session 3,random,772,corr
MSC03,Session 3,coherent,719,corr
MSC03,Session 3,coherent,644,corr
MSC03,Session 3,random,673,corr
MSC03,Session 3,random,900,corr
MSC03,Session 3,random,756,err
MSC03,Session 3,coherent,691,corr
MSC03,Session 3,coherent,604,corr
MSC03,Session 3,coherent,558,corr
MSC03,Session 3,random,563,err
MSC03,Session 3,coherent,571,corr
MSC03,Session 3,random,826,corr
MSC03,Session 3,random,783,corr
MSC03,Session 3,coherent,657,corr
MSC03,Session 3,coherent,679,corr
MSC03,Session 3,random,824,corr
MSC03,Session 3,random,764,corr
MSC03,Session 3,random,808,corr
MSC03,Session 3,coherent,726,corr
MSC03,Session 3,coherent,617,corr
MSC03,Session 3,coherent,646,corr
MSC03,Session 3,random,790,corr
MSC03,Session 3,coherent,646,corr
MSC03,Session 3,random,895,corr
MSC03,Session 3,coherent,661,corr
MSC03,Session 3,coherent,581,corr
MSC03,Session 3,random,732,corr
MSC03,Session 3,random,787,corr
MSC03,Session 3,Noun,1203,corr
MSC03,Session 3,Noun,1045,corr
MSC03,Session 3,Verb,812,corr
MSC03,Session 3,Verb,901,corr
MSC03,Session 3,Noun,1296,corr
MSC03,Session 3,Noun,1509,corr
MSC03,Session 3,Verb,960,corr
MSC03,Session 3,Verb,1027,corr
MSC03,Session 3,Verb,905,corr
MSC03,Session 3,Verb,834,corr
MSC03,Session 3,Verb,1205,corr
MSC03,Session 3,Noun,865,corr
MSC03,Session 3,Noun,1341,corr
MSC03,Session 3,Verb,1574,corr
MSC03,Session 3,Noun,1261,corr
MSC03,Session 3,Noun,849,corr
MSC03,Session 3,Verb,1599,err
MSC03,Session 3,Noun,1097,corr
MSC03,Session 3,Noun,957,corr
MSC03,Session 3,Noun,1121,corr
MSC03,Session 3,Verb,1294,corr
MSC03,Session 3,Noun,776,corr
MSC03,Session 3,Verb,777,corr
MSC03,Session 3,Verb,1152,corr
MSC03,Session 3,Noun,1627,corr
MSC03,Session 3,Noun,1326,corr
MSC03,Session 3,Verb,914,corr
MSC03,Session 3,Verb,849,corr
MSC03,Session 3,Verb,835,corr
MSC03,Session 3,Noun,989,corr
MSC03,Session 3,Noun,1030,corr
MSC03,Session 3,Noun,1382,corr
MSC03,Session 3,Verb,936,corr
MSC03,Session 3,Noun,867,corr
MSC03,Session 3,Noun,1086,corr
MSC03,Session 3,Verb,838,corr
MSC03,Session 3,Verb,754,err
MSC03,Session 3,Verb,1235,corr
MSC03,Session 3,Noun,956,corr
MSC03,Session 3,Verb,1010,corr
MSC03,Session 3,Verb,876,corr
MSC03,Session 3,Noun,2131,err
MSC03,Session 3,Verb,1546,corr
MSC03,Session 3,Verb,907,corr
MSC03,Session 3,Noun,790,corr
MSC03,Session 3,Noun,1055,corr
MSC03,Session 3,Noun,828,corr
MSC03,Session 3,Verb,1152,corr
MSC03,Session 3,Verb,913,corr
MSC03,Session 3,Noun,1107,corr
MSC03,Session 3,Noun,1280,corr
MSC03,Session 3,Verb,826,corr
MSC03,Session 3,Noun,1318,corr
MSC03,Session 3,Verb,1025,corr
MSC03,Session 3,Verb,837,corr
MSC03,Session 3,Noun,1115,corr
MSC03,Session 3,Noun,988,corr
MSC03,Session 3,Noun,1373,corr
MSC03,Session 3,Verb,927,corr
MSC03,Session 3,Verb,928,err
MSC03,Session 3,random,812,corr
MSC03,Session 3,coherent,646,corr
MSC03,Session 3,coherent,577,corr
MSC03,Session 3,random,941,corr
MSC03,Session 3,coherent,752,corr
MSC03,Session 3,random,806,corr
MSC03,Session 3,random,791,corr
MSC03,Session 3,coherent,646,corr
MSC03,Session 3,coherent,600,corr
MSC03,Session 3,coherent,778,corr
MSC03,Session 3,coherent,649,corr
MSC03,Session 3,coherent,705,corr
MSC03,Session 3,random,777,corr
MSC03,Session 3,random,867,corr
MSC03,Session 3,random,767,corr
MSC03,Session 3,random,884,corr
MSC03,Session 3,coherent,779,corr
MSC03,Session 3,random,790,corr
MSC03,Session 3,coherent,900,corr
MSC03,Session 3,random,899,corr
MSC03,Session 3,coherent,597,corr
MSC03,Session 3,random,849,corr
MSC03,Session 3,random,799,corr
MSC03,Session 3,coherent,795,corr
MSC03,Session 3,random,777,corr
MSC03,Session 3,random,859,corr
MSC03,Session 3,coherent,660,corr
MSC03,Session 3,coherent,728,corr
MSC03,Session 3,coherent,870,corr
MSC03,Session 3,random,775,corr
MSC03,Session 4,Noun,941,corr
MSC03,Session 4,Noun,869,corr
MSC03,Session 4,Verb,692,corr
MSC03,Session 4,Noun,787,corr
MSC03,Session 4,Verb,751,corr
MSC03,Session 4,Verb,1236,corr
MSC03,Session 4,Verb,1213,corr
MSC03,Session 4,Verb,892,corr
MSC03,Session 4,Verb,882,corr
MSC03,Session 4,Noun,868,corr
MSC03,Session 4,Noun,865,corr
MSC03,Session 4,Noun,728,corr
MSC03,Session 4,Noun,916,corr
MSC03,Session 4,Verb,1153,corr
MSC03,Session 4,Noun,1191,corr
MSC03,Session 4,Noun,993,err
MSC03,Session 4,Verb,828,corr
MSC03,Session 4,Verb,1106,corr
MSC03,Session 4,Verb,1189,corr
MSC03,Session 4,Noun,853,corr
MSC03,Session 4,Verb,703,corr
MSC03,Session 4,Noun,2059,err
MSC03,Session 4,Verb,880,corr
MSC03,Session 4,Noun,920,corr
MSC03,Session 4,Verb,868,corr
MSC03,Session 4,Noun,939,corr
MSC03,Session 4,Noun,1523,corr
MSC03,Session 4,Noun,911,corr
MSC03,Session 4,Verb,988,corr
MSC03,Session 4,Verb,1697,corr
MSC03,Session 4,random,737,corr
MSC03,Session 4,coherent,641,corr
MSC03,Session 4,random,1072,corr
MSC03,Session 4,random,901,corr
MSC03,Session 4,coherent,742,corr
MSC03,Session 4,coherent,672,corr
MSC03,Session 4,coherent,675,corr
MSC03,Session 4,random,729,corr
MSC03,Session 4,random,640,corr
MSC03,Session 4,random,631,corr
MSC03,Session 4,coherent,759,corr
MSC03,Session 4,coherent,651,corr
MSC03,Session 4,random,595,corr
MSC03,Session 4,coherent,731,corr
MSC03,Session 4,random,661,corr
MSC03,Session 4,coherent,636,corr
MSC03,Session 4,random,848,corr
MSC03,Session 4,coherent,606,corr
MSC03,Session 4,random,1237,corr
MSC03,Session 4,random,596,err
MSC03,Session 4,coherent,702,corr
MSC03,Session 4,random,810,corr
MSC03,Session 4,coherent,693,corr
MSC03,Session 4,coherent,788,corr
MSC03,Session 4,coherent,775,corr
MSC03,Session 4,random,658,corr
MSC03,Session 4,coherent,753,corr
MSC03,Session 4,random,673,corr
MSC03,Session 4,coherent,777,corr
MSC03,Session 4,random,685,corr
MSC03,Session 4,coherent,699,corr
MSC03,Session 4,random,624,corr
MSC03,Session 4,random,616,corr
MSC03,Session 4,coherent,611,corr
MSC03,Session 4,random,670,corr
MSC03,Session 4,coherent,784,corr
MSC03,Session 4,coherent,723,corr
MSC03,Session 4,random,813,corr
MSC03,Session 4,coherent,718,corr
MSC03,Session 4,random,740,corr
MSC03,Session 4,random,875,corr
MSC03,Session 4,random,1101,corr
MSC03,Session 4,coherent,578,corr
MSC03,Session 4,coherent,668,corr
MSC03,Session 4,coherent,646,corr
MSC03,Session 4,random,706,corr
MSC03,Session 4,random,674,corr
MSC03,Session 4,random,702,corr
MSC03,Session 4,random,638,corr
MSC03,Session 4,coherent,773,corr
MSC03,Session 4,coherent,794,corr
MSC03,Session 4,coherent,749,corr
MSC03,Session 4,random,852,corr
MSC03,Session 4,random,790,corr
MSC03,Session 4,coherent,754,corr
MSC03,Session 4,random,721,corr
MSC03,Session 4,random,691,corr
MSC03,Session 4,coherent,639,corr
MSC03,Session 4,coherent,629,corr
MSC03,Session 4,coherent,657,corr
MSC03,Session 4,Noun,1273,corr
MSC03,Session 4,Verb,920,corr
MSC03,Session 4,Noun,1314,corr
MSC03,Session 4,Noun,1336,corr
MSC03,Session 4,Noun,878,corr
MSC03,Session 4,Verb,737,corr
MSC03,Session 4,Verb,737,corr
MSC03,Session 4,Verb,1142,corr
MSC03,Session 4,Verb,947,corr
