sub,session,task,rt,corr
MSC07,Session 8,Verb,1180,corr
MSC07,Session 8,Noun,1508,corr
MSC07,Session 8,Noun,901,corr
MSC07,Session 8,Noun,1394,corr
MSC07,Session 8,Verb,1670,unknown
MSC07,Session 8,Verb,70,corr
MSC07,Session 9,random,1314,corr
MSC07,Session 9,random,802,corr
MSC07,Session 9,coherent,888,corr
MSC07,Session 9,coherent,872,corr
MSC07,Session 9,random,784,corr
MSC07,Session 9,coherent,806,corr
MSC07,Session 9,coherent,1009,corr
MSC07,Session 9,random,878,corr
MSC07,Session 9,random,1011,corr
MSC07,Session 9,random,899,corr
MSC07,Session 9,coherent,950,corr
MSC07,Session 9,coherent,798,corr
MSC07,Session 9,coherent,977,corr
MSC07,Session 9,coherent,935,corr
MSC07,Session 9,random,916,corr
MSC07,Session 9,random,809,corr
MSC07,Session 9,random,1236,corr
MSC07,Session 9,coherent,667,corr
MSC07,Session 9,random,773,corr
MSC07,Session 9,coherent,1654,unknown
MSC07,Session 9,random,1558,corr
MSC07,Session 9,coherent,862,corr
MSC07,Session 9,coherent,1422,corr
MSC07,Session 9,random,1303,corr
MSC07,Session 9,coherent,765,corr
MSC07,Session 9,coherent,1645,unknown
MSC07,Session 9,random,271,err
MSC07,Session 9,random,794,corr
MSC07,Session 9,random,938,corr
MSC07,Session 9,coherent,746,corr
MSC07,Session 9,Verb,1118,corr
MSC07,Session 9,Verb,918,corr
MSC07,Session 9,Verb,1248,corr
MSC07,Session 9,Noun,858,corr
MSC07,Session 9,Verb,1009,corr
MSC07,Session 9,Noun,1393,corr
MSC07,Session 9,Noun,1114,corr
MSC07,Session 9,Noun,1058,corr
MSC07,Session 9,Noun,1242,corr
MSC07,Session 9,Verb,1488,corr
MSC07,Session 9,Verb,1480,corr
MSC07,Session 9,Verb,1288,corr
MSC07,Session 9,Noun,1679,unknown
MSC07,Session 9,Verb,1674,unknown
MSC07,Session 9,Noun,1051,corr
MSC07,Session 9,Noun,1119,corr
MSC07,Session 9,Verb,1681,unknown
MSC07,Session 9,Noun,1671,unknown
MSC07,Session 9,Verb,988,corr
MSC07,Session 9,Noun,1680,unknown
MSC07,Session 9,Verb,478,err
MSC07,Session 9,Noun,1132,corr
MSC07,Session 9,Noun,1683,unknown
MSC07,Session 9,Noun,1038,corr
MSC07,Session 9,Verb,1280,corr
MSC07,Session 9,Noun,1112,corr
MSC07,Session 9,Noun,1272,corr
MSC07,Session 9,Verb,1672,unknown
MSC07,Session 9,Verb,1680,unknown
MSC07,Session 9,Verb,1336,corr
MSC07,Session 9,Verb,837,corr
MSC07,Session 9,Noun,884,corr
MSC07,Session 9,Noun,1250,corr
MSC07,Session 9,Noun,911,corr
MSC07,Session 9,Verb,1673,unknown
MSC07,Session 9,Verb,125,corr
MSC07,Session 9,Verb,959,corr
MSC07,Session 9,Noun,921,corr
MSC07,Session 9,Verb,1552,corr
MSC07,Session 9,Noun,1382,corr
MSC07,Session 9,Noun,1368,corr
MSC07,Session 9,Noun,1231,corr
MSC07,Session 9,Verb,1684,unknown
MSC07,Session 9,Verb,1665,corr
MSC07,Session 9,Noun,918,corr
MSC07,Session 9,Noun,1516,corr
MSC07,Session 9,Noun,1326,corr
MSC07,Session 9,Verb,1674,unknown
MSC07,Session 9,Verb,1083,corr
MSC07,Session 9,Noun,1429,corr
MSC07,Session 9,Verb,840,corr
MSC07,Session 9,Verb,1677,unknown
MSC07,Session 9,Verb,894,corr
MSC07,Session 9,Verb,1325,corr
MSC07,Session 9,Noun,785,corr
MSC07,Session 9,Noun,1679,unknown
MSC07,Session 9,Verb,1672,corr
MSC07,Session 9,Verb,1581,corr
MSC07,Session 9,Noun,1332,corr
MSC07,Session 9,Noun,1608,corr
MSC07,Session 9,coherent,1633,unknown
MSC07,Session 9,random,894,corr
MSC07,Session 9,random,921,corr
MSC07,Session 9,coherent,679,corr
MSC07,Session 9,coherent,1211,corr
MSC07,Session 9,random,983,corr
MSC07,Session 9,coherent,1647,unknown
MSC07,Session 9,random,1590,corr
MSC07,Session 9,coherent,1659,unknown
MSC07,Session 9,coherent,268,corr
MSC07,Session 9,coherent,1640,unknown
MSC07,Session 9,random,204,err
MSC07,Session 9,coherent,1425,corr
MSC07,Session 9,random,649,corr
MSC07,Session 9,random,1074,corr
MSC07,Session 9,random,997,corr
MSC07,Session 9,coherent,913,corr
MSC07,Session 9,coherent,1475,corr
MSC07,Session 9,random,809,corr
MSC07,Session 9,random,990,corr
MSC07,Session 9,coherent,1661,unknown
MSC07,Session 9,random,742,corr
MSC07,Session 9,random,1047,corr
MSC07,Session 9,random,838,corr
MSC07,Session 9,coherent,933,corr
MSC07,Session 9,coherent,1113,err
MSC07,Session 9,coherent,1033,corr
MSC07,Session 9,random,1020,corr
MSC07,Session 9,coherent,1453,corr
MSC07,Session 9,random,1231,corr
MSC07,Session 10,Noun,1419,err
MSC07,Session 10,Verb,N/A,NoResponse
MSC07,Session 10,Verb,1570,corr
MSC07,Session 10,Verb,965,corr
MSC07,Session 10,Noun,1587,corr
MSC07,Session 10,Noun,1078,corr
MSC07,Session 10,Verb,1368,corr
MSC07,Session 10,Noun,909,corr
MSC07,Session 10,Verb,1231,corr
MSC07,Session 10,Verb,2054,corr
MSC07,Session 10,Noun,1181,corr
MSC07,Session 10,Noun,1599,corr
MSC07,Session 10,Noun,N/A,NoResponse
MSC07,Session 10,Verb,266,err
MSC07,Session 10,Noun,1037,corr
MSC07,Session 10,Verb,1183,corr
MSC07,Session 10,Noun,985,corr
MSC07,Session 10,Verb,1385,corr
MSC07,Session 10,Verb,973,corr
MSC07,Session 10,Noun,907,corr
MSC07,Session 10,Verb,807,corr
MSC07,Session 10,Noun,994,corr
MSC07,Session 10,Noun,1403,corr
MSC07,Session 10,Noun,808,corr
MSC07,Session 10,Noun,2043,corr
MSC07,Session 10,Verb,787,corr
MSC07,Session 10,Verb,1807,corr
MSC07,Session 10,Verb,952,corr
MSC07,Session 10,Noun,1616,corr
MSC07,Session 10,Verb,2011,corr
MSC07,Session 10,coherent,1191,corr
MSC07,Session 10,coherent,1725,err
MSC07,Session 10,random,812,corr
MSC07,Session 10,random,807,corr
MSC07,Session 10,coherent,880,corr
MSC07,Session 10,random,1024,corr
MSC07,Session 10,random,885,corr
MSC07,Session 10,random,1165,corr
MSC07,Session 10,random,659,corr
MSC07,Session 10,random,663,corr
MSC07,Session 10,coherent,903,corr
MSC07,Session 10,coherent,667,corr
MSC07,Session 10,coherent,719,corr
MSC07,Session 10,coherent,766,corr
MSC07,Session 10,random,766,corr
MSC07,Session 10,coherent,622,corr
MSC07,Session 10,random,846,corr
MSC07,Session 10,random,N/A,NoResponse
MSC07,Session 10,coherent,698,corr
MSC07,Session 10,coherent,866,corr
MSC07,Session 10,coherent,570,corr
MSC07,Session 10,random,1025,corr
MSC07,Session 10,random,819,corr
MSC07,Session 10,coherent,953,err
MSC07,Session 10,coherent,1268,corr
MSC07,Session 10,random,742,corr
MSC07,Session 10,random,736,corr
MSC07,Session 10,random,711,corr
MSC07,Session 10,coherent,819,corr
MSC07,Session 10,coherent,1488,err
MSC07,Session 10,coherent,985,corr
MSC07,Session 10,random,787,corr
MSC07,Session 10,coherent,734,corr
MSC07,Session 10,random,721,corr
MSC07,Session 10,coherent,1020,corr
MSC07,Session 10,random,682,corr
MSC07,Session 10,coherent,1207,corr
MSC07,Session 10,random,728,corr
MSC07,Session 10,coherent,848,corr
MSC07,Session 10,coherent,801,err
MSC07,Session 10,random,991,corr
MSC07,Session 10,coherent,953,corr
MSC07,Session 10,random,655,corr
MSC07,Session 10,coherent,1485,err
MSC07,Session 10,random,840,corr
MSC07,Session 10,random,728,corr
MSC07,Session 10,random,816,corr
MSC07,Session 10,coherent,1770,err
MSC07,Session 10,coherent,637,corr
MSC07,Session 10,coherent,866,corr
MSC07,Session 10,random,753,corr
MSC07,Session 10,random,933,corr
MSC07,Session 10,random,760,corr
MSC07,Session 10,random,812,corr
MSC07,Session 10,coherent,811,corr
MSC07,Session 10,coherent,997,corr
MSC07,Session 10,random,710,corr
MSC07,Session 10,coherent,806,corr
MSC07,Session 10,coherent,779,corr
MSC07,Session 10,random,747,corr
MSC07,Session 10,Verb,N/A,NoResponse
MSC07,Session 10,Verb,18,corr
MSC07,Session 10,Noun,1168,corr
MSC07,Session 10,Noun,1428,corr
MSC07,Session 10,Noun,1773,corr
MSC07,Session 10,Verb,1230,corr
MSC07,Session 10,Noun,2152,corr
MSC07,Session 10,Verb,1272,corr
MSC07,Session 10,Noun,1155,corr
MSC07,Session 10,Verb,905,corr
MSC07,Session 10,Verb,1549,corr
MSC07,Session 10,Verb,N/A,NoResponse
MSC07,Session 10,Noun,1732,corr
MSC07,Session 10,Noun,927,corr
MSC07,Session 10,Noun,2157,corr
MSC07,Session 10,Noun,1019,corr
MSC07,Session 10,Verb,787,corr
MSC07,Session 10,Noun,874,corr
MSC07,Session 10,Verb,1851,corr
MSC07,Session 10,Verb,1079,corr
MSC07,Session 10,Noun,1317,corr
MSC07,Session 10,Verb,1325,corr
MSC07,Session 10,Noun,1568,corr
MSC07,Session 10,Noun,1583,corr
MSC07,Session 10,Noun,972,corr
MSC07,Session 10,Verb,N/A,NoResponse
MSC07,Session 10,Verb,1072,corr
MSC07,Session 10,Noun,1475,corr
MSC07,Session 10,Verb,1273,corr
MSC07,Session 10,Verb,1364,corr
MSC10,Session 1,coherent,1052,corr
MSC10,Session 1,coherent,739,err
MSC10,Session 1,random,617,err
MSC10,Session 1,random,602,corr
MSC10,Session 1,coherent,715,corr
MSC10,Session 1,random,538,corr
MSC10,Session 1,random,600,corr
MSC10,Session 1,random,842,corr
MSC10,Session 1,random,781,corr
MSC10,Session 1,random,600,err
MSC10,Session 1,coherent,587,err
MSC10,Session 1,coherent,680,err
MSC10,Session 1,coherent,925,corr
MSC10,Session 1,coherent,689,corr
MSC10,Session 1,random,725,corr
MSC10,Session 1,coherent,603,corr
MSC10,Session 1,random,1018,err
MSC10,Session 1,random,923,err
MSC10,Session 1,coherent,678,corr
MSC10,Session 1,coherent,632,corr
MSC10,Session 1,coherent,583,corr
MSC10,Session 1,random,660,corr
MSC10,Session 1,random,1166,corr
MSC10,Session 1,coherent,913,corr
MSC10,Session 1,coherent,812,corr
MSC10,Session 1,random,774,corr
MSC10,Session 1,random,988,corr
MSC10,Session 1,random,753,err
MSC10,Session 1,coherent,704,corr
MSC10,Session 1,coherent,638,corr
MSC10,Session 1,Noun,805,corr
MSC10,Session 1,Verb,659,err
MSC10,Session 1,Verb,712,corr
MSC10,Session 1,Verb,1330,corr
MSC10,Session 1,Noun,743,corr
MSC10,Session 1,Noun,883,corr
MSC10,Session 1,Verb,912,corr
MSC10,Session 1,Noun,797,corr
MSC10,Session 1,Verb,918,corr
MSC10,Session 1,Verb,796,corr
MSC10,Session 1,Noun,691,corr
MSC10,Session 1,Noun,722,corr
MSC10,Session 1,Noun,1117,corr
MSC10,Session 1,Verb,880,corr
MSC10,Session 1,Noun,855,corr
MSC10,Session 1,Verb,746,corr
MSC10,Session 1,Noun,688,corr
MSC10,Session 1,Verb,1151,err
MSC10,Session 1,Verb,911,corr
MSC10,Session 1,Noun,911,corr
MSC10,Session 1,Verb,718,corr
MSC10,Session 1,Noun,976,corr
MSC10,Session 1,Noun,878,corr
MSC10,Session 1,Noun,926,corr
MSC10,Session 1,Noun,871,corr
MSC10,Session 1,Verb,829,corr
MSC10,Session 1,Verb,816,corr
MSC10,Session 1,Verb,925,corr
MSC10,Session 1,Noun,636,corr
MSC10,Session 1,Verb,701,corr
MSC10,Session 1,Verb,722,corr
MSC10,Session 1,Verb,610,corr
MSC10,Session 1,Noun,812,corr
MSC10,Session 1,Noun,671,err
MSC10,Session 1,Noun,857,corr
MSC10,Session 1,Verb,870,corr
MSC10,Session 1,Noun,642,corr
MSC10,Session 1,Verb,741,corr
MSC10,Session 1,Noun,807,corr
MSC10,Session 1,Verb,722,corr
MSC10,Session 1,Verb,1006,corr
MSC10,Session 1,Verb,958,corr
MSC10,Session 1,Noun,756,corr
MSC10,Session 1,Noun,710,corr
MSC10,Session 1,Noun,1221,corr
MSC10,Session 1,Noun,1387,corr
MSC10,Session 1,Verb,728,corr
MSC10,Session 1,Noun,758,corr
MSC10,Session 1,Verb,971,corr
MSC10,Session 1,Verb,901,err
MSC10,Session 1,Noun,1036,corr
MSC10,Session 1,Verb,675,corr
MSC10,Session 1,Noun,1001,corr
MSC10,Session 1,Noun,761,corr
MSC10,Session 1,Noun,892,corr
MSC10,Session 1,Verb,714,corr
MSC10,Session 1,Verb,744,corr
MSC10,Session 1,Noun,609,corr
MSC10,Session 1,Verb,807,corr
MSC10,Session 1,Verb,873,corr
MSC10,Session 1,coherent,924,corr
MSC10,Session 1,random,604,corr
MSC10,Session 1,coherent,733,corr
MSC10,Session 1,random,651,corr
MSC10,Session 1,coherent,679,corr
MSC10,Session 1,random,859,corr
MSC10,Session 1,coherent,659,corr
MSC10,Session 1,random,661,corr
MSC10,Session 1,coherent,667,corr
MSC10,Session 1,coherent,748,corr
MSC10,Session 1,random,785,corr
MSC10,Session 1,coherent,636,corr
MSC10,Session 1,random,696,corr
MSC10,Session 1,coherent,629,corr
MSC10,Session 1,random,1002,err
MSC10,Session 1,random,822,err
MSC10,Session 1,random,934,corr
MSC10,Session 1,coherent,826,corr
MSC10,Session 1,coherent,671,corr
MSC10,Session 1,coherent,775,corr
MSC10,Session 1,random,719,corr
MSC10,Session 1,random,885,corr
MSC10,Session 1,random,835,corr
MSC10,Session 1,random,847,corr
MSC10,Session 1,coherent,588,corr
MSC10,Session 1,coherent,778,corr
MSC10,Session 1,random,570,corr
MSC10,Session 1,coherent,607,corr
MSC10,Session 1,coherent,599,corr
MSC10,Session 1,random,736,corr
MSC10,Session 2,Verb,749,corr
MSC10,Session 2,Verb,812,corr
MSC10,Session 2,Verb,890,corr
MSC10,Session 2,Noun,759,corr
MSC10,Session 2,Verb,704,corr
MSC10,Session 2,Noun,1364,corr
MSC10,Session 2,Noun,756,corr
MSC10,Session 2,Noun,884,corr
MSC10,Session 2,Noun,811,corr
MSC10,Session 2,Verb,616,corr
MSC10,Session 2,Verb,646,corr
MSC10,Session 2,Verb,857,corr
MSC10,Session 2,Noun,814,corr
MSC10,Session 2,Verb,722,corr
MSC10,Session 2,Noun,1438,err
MSC10,Session 2,Noun,763,corr
MSC10,Session 2,Verb,703,corr
MSC10,Session 2,Noun,727,corr
MSC10,Session 2,Verb,704,corr
MSC10,Session 2,Noun,742,corr
MSC10,Session 2,Verb,688,corr
MSC10,Session 2,Noun,784,corr
MSC10,Session 2,Noun,856,corr
MSC10,Session 2,Noun,1087,corr
MSC10,Session 2,Verb,789,corr
MSC10,Session 2,Noun,864,corr
MSC10,Session 2,Noun,925,corr
MSC10,Session 2,Verb,693,corr
MSC10,Session 2,Verb,812,corr
MSC10,Session 2,Verb,814,corr
MSC10,Session 2,random,789,corr
MSC10,Session 2,random,798,corr
MSC10,Session 2,coherent,584,corr
MSC10,Session 2,coherent,536,corr
MSC10,Session 2,random,631,corr
MSC10,Session 2,coherent,594,corr
MSC10,Session 2,coherent,624,corr
MSC10,Session 2,random,774,corr
MSC10,Session 2,random,671,err
MSC10,Session 2,random,952,corr
MSC10,Session 2,coherent,586,corr
MSC10,Session 2,coherent,557,corr
MSC10,Session 2,coherent,612,corr
MSC10,Session 2,coherent,829,corr
MSC10,Session 2,random,755,corr
MSC10,Session 2,random,848,err
MSC10,Session 2,random,1488,err
MSC10,Session 2,coherent,604,corr
MSC10,Session 2,random,941,corr
MSC10,Session 2,coherent,576,corr
MSC10,Session 2,random,738,corr
MSC10,Session 2,coherent,653,corr
MSC10,Session 2,coherent,643,corr
MSC10,Session 2,random,660,corr
MSC10,Session 2,coherent,590,corr
MSC10,Session 2,coherent,693,corr
MSC10,Session 2,random,645,corr
MSC10,Session 2,random,824,corr
MSC10,Session 2,random,769,corr
MSC10,Session 2,coherent,775,err
MSC10,Session 2,coherent,689,corr
MSC10,Session 2,random,602,corr
MSC10,Session 2,random,721,corr
MSC10,Session 2,coherent,549,corr
MSC10,Session 2,coherent,631,corr
MSC10,Session 2,random,671,corr
MSC10,Session 2,coherent,698,corr
MSC10,Session 2,random,780,corr
MSC10,Session 2,coherent,596,corr
MSC10,Session 2,coherent,650,corr
MSC10,Session 2,coherent,615,corr
MSC10,Session 2,random,603,corr
MSC10,Session 2,coherent,585,corr
MSC10,Session 2,random,747,corr
MSC10,Session 2,random,603,corr
MSC10,Session 2,random,725,corr
MSC10,Session 2,coherent,543,corr
MSC10,Session 2,coherent,851,corr
MSC10,Session 2,random,623,corr
MSC10,Session 2,random,680,corr
MSC10,Session 2,coherent,637,corr
MSC10,Session 2,random,638,corr
MSC10,Session 2,random,907,corr
MSC10,Session 2,random,748,corr
MSC10,Session 2,coherent,565,corr
MSC10,Session 2,coherent,629,corr
MSC10,Session 2,coherent,580,corr
MSC10,Session 2,random,621,corr
MSC10,Session 2,coherent,699,corr
MSC10,Session 2,random,724,corr
MSC10,Session 2,Verb,798,corr
MSC10,Session 2,Noun,939,corr
MSC10,Session 2,Noun,768,corr
MSC10,Session 2,Noun,811,corr
MSC10,Session 2,Verb,926,corr
MSC10,Session 2,Verb,660,corr
MSC10,Session 2,Verb,644,corr
MSC10,Session 2,Noun,1020,corr
MSC10,Session 2,Verb,1032,corr
MSC10,Session 2,Noun,785,corr
MSC10,Session 2,Noun,722,corr
MSC10,Session 2,Noun,736,corr
MSC10,Session 2,Verb,629,corr
MSC10,Session 2,Verb,772,corr
MSC10,Session 2,Noun,685,corr
MSC10,Session 2,Noun,760,corr
MSC10,Session 2,Noun,964,corr
MSC10,Session 2,Verb,779,corr
MSC10,Session 2,Verb,820,corr
MSC10,Session 2,Noun,N/A,NoResponse
MSC10,Session 2,Verb,702,corr
MSC10,Session 2,Verb,895,corr
MSC10,Session 2,Verb,755,corr
MSC10,Session 2,Verb,838,corr
MSC10,Session 2,Noun,820,corr
MSC10,Session 2,Noun,934,corr
MSC10,Session 2,Verb,678,corr
MSC10,Session 2,Verb,751,corr
MSC10,Session 2,Noun,785,corr
MSC10,Session 2,Noun,914,corr
MSC10,Session 3,random,765,corr
MSC10,Session 3,coherent,620,corr
MSC10,Session 3,random,576,corr
MSC10,Session 3,coherent,539,corr
MSC10,Session 3,coherent,605,corr
MSC10,Session 3,random,633,corr
MSC10,Session 3,random,804,corr
MSC10,Session 3,random,723,corr
MSC10,Session 3,coherent,543,corr
MSC10,Session 3,coherent,581,corr
MSC10,Session 3,coherent,578,corr
MSC10,Session 3,random,777,corr
MSC10,Session 3,coherent,549,corr
MSC10,Session 3,random,738,corr
MSC10,Session 3,random,867,corr
MSC10,Session 3,coherent,544,corr
MSC10,Session 3,coherent,592,corr
MSC10,Session 3,random,836,corr
MSC10,Session 3,random,852,corr
MSC10,Session 3,random,725,corr
MSC10,Session 3,coherent,608,corr
MSC10,Session 3,coherent,686,corr
MSC10,Session 3,coherent,600,corr
MSC10,Session 3,random,704,corr
MSC10,Session 3,coherent,589,corr
MSC10,Session 3,random,608,corr
MSC10,Session 3,coherent,605,corr
MSC10,Session 3,coherent,634,corr
MSC10,Session 3,random,587,corr
MSC10,Session 3,random,768,err
MSC10,Session 3,Noun,811,corr
MSC10,Session 3,Noun,685,corr
MSC10,Session 3,Verb,809,corr
MSC10,Session 3,Verb,699,corr
MSC10,Session 3,Noun,825,corr
MSC10,Session 3,Noun,831,corr
MSC10,Session 3,Verb,741,corr
MSC10,Session 3,Verb,719,corr
MSC10,Session 3,Verb,831,corr
MSC10,Session 3,Verb,776,corr
MSC10,Session 3,Verb,745,corr
MSC10,Session 3,Noun,584,corr
MSC10,Session 3,Noun,667,err
MSC10,Session 3,Verb,787,corr
MSC10,Session 3,Noun,911,corr
MSC10,Session 3,Noun,849,corr
MSC10,Session 3,Verb,878,corr
MSC10,Session 3,Noun,827,corr
MSC10,Session 3,Noun,684,corr
MSC10,Session 3,Noun,780,corr
MSC10,Session 3,Verb,947,corr
MSC10,Session 3,Noun,610,corr
MSC10,Session 3,Verb,823,corr
MSC10,Session 3,Verb,739,corr
MSC10,Session 3,Noun,671,corr
MSC10,Session 3,Noun,777,corr
MSC10,Session 3,Verb,674,corr
MSC10,Session 3,Verb,728,corr
MSC10,Session 3,Verb,706,corr
MSC10,Session 3,Noun,689,corr
MSC10,Session 3,Noun,754,corr
MSC10,Session 3,Noun,730,err
MSC10,Session 3,Verb,753,corr
MSC10,Session 3,Noun,801,corr
MSC10,Session 3,Noun,750,corr
MSC10,Session 3,Verb,696,corr
MSC10,Session 3,Verb,655,corr
MSC10,Session 3,Verb,751,corr
MSC10,Session 3,Noun,618,corr
MSC10,Session 3,Verb,1022,corr
MSC10,Session 3,Verb,713,corr
MSC10,Session 3,Noun,753,corr
MSC10,Session 3,Verb,875,corr
MSC10,Session 3,Verb,833,corr
MSC10,Session 3,Noun,617,corr
MSC10,Session 3,Noun,900,corr
MSC10,Session 3,Noun,802,corr
MSC10,Session 3,Verb,720,corr
MSC10,Session 3,Verb,803,corr
MSC10,Session 3,Noun,649,corr
MSC10,Session 3,Noun,845,corr
MSC10,Session 3,Verb,755,corr
MSC10,Session 3,Noun,945,corr
MSC10,Session 3,Verb,778,corr
MSC10,Session 3,Verb,1162,corr
MSC10,Session 3,Noun,772,corr
MSC10,Session 3,Noun,824,corr
MSC10,Session 3,Noun,827,corr
MSC10,Session 3,Verb,687,corr
MSC10,Session 3,Verb,758,err
MSC10,Session 3,random,688,corr
MSC10,Session 3,coherent,612,corr
MSC10,Session 3,coherent,688,corr
MSC10,Session 3,random,616,corr
MSC10,Session 3,coherent,695,corr
MSC10,Session 3,random,611,corr
MSC10,Session 3,random,717,corr
MSC10,Session 3,coherent,611,corr
MSC10,Session 3,coherent,670,corr
MSC10,Session 3,coherent,644,corr
MSC10,Session 3,coherent,637,corr
MSC10,Session 3,coherent,664,corr
MSC10,Session 3,random,649,corr
MSC10,Session 3,random,857,corr
MSC10,Session 3,random,803,corr
MSC10,Session 3,random,683,corr
MSC10,Session 3,coherent,624,corr
MSC10,Session 3,random,670,corr
MSC10,Session 3,coherent,606,corr
MSC10,Session 3,random,688,corr
MSC10,Session 3,coherent,566,corr
MSC10,Session 3,random,937,corr
MSC10,Session 3,random,671,corr
MSC10,Session 3,coherent,587,corr
MSC10,Session 3,random,682,corr
MSC10,Session 3,random,683,corr
MSC10,Session 3,coherent,611,corr
MSC10,Session 3,coherent,731,corr
MSC10,Session 3,coherent,586,corr
MSC10,Session 3,random,664,corr
MSC10,Session 4,Noun,634,corr
MSC10,Session 4,Noun,795,corr
MSC10,Session 4,Verb,559,corr
MSC10,Session 4,Noun,785,corr
MSC10,Session 4,Verb,763,corr
MSC10,Session 4,Verb,617,corr
MSC10,Session 4,Verb,894,corr
MSC10,Session 4,Verb,653,corr
MSC10,Session 4,Verb,662,corr
MSC10,Session 4,Noun,586,err
MSC10,Session 4,Noun,674,corr
MSC10,Session 4,Noun,598,corr
MSC10,Session 4,Noun,753,corr
MSC10,Session 4,Verb,557,corr
MSC10,Session 4,Noun,640,corr
MSC10,Session 4,Noun,792,err
MSC10,Session 4,Verb,907,corr
MSC10,Session 4,Verb,710,corr
MSC10,Session 4,Verb,820,corr
MSC10,Session 4,Noun,831,corr
MSC10,Session 4,Verb,600,corr
MSC10,Session 4,Noun,748,corr
MSC10,Session 4,Verb,617,corr
MSC10,Session 4,Noun,659,corr
MSC10,Session 4,Verb,716,corr
MSC10,Session 4,Noun,677,corr
MSC10,Session 4,Noun,649,err
MSC10,Session 4,Noun,666,corr
MSC10,Session 4,Verb,755,corr
MSC10,Session 4,Verb,742,corr
MSC10,Session 4,random,712,corr
MSC10,Session 4,coherent,566,corr
MSC10,Session 4,random,806,err
MSC10,Session 4,random,745,err
MSC10,Session 4,coherent,666,corr
MSC10,Session 4,coherent,616,corr
MSC10,Session 4,coherent,615,corr
MSC10,Session 4,random,712,corr
MSC10,Session 4,random,888,corr
MSC10,Session 4,random,568,err
MSC10,Session 4,coherent,581,corr
MSC10,Session 4,coherent,623,corr
MSC10,Session 4,random,662,corr
MSC10,Session 4,coherent,683,corr
MSC10,Session 4,random,718,corr
MSC10,Session 4,coherent,623,corr
MSC10,Session 4,random,1025,err
MSC10,Session 4,coherent,584,corr
MSC10,Session 4,random,739,corr
MSC10,Session 4,random,914,corr
MSC10,Session 4,coherent,651,corr
MSC10,Session 4,random,888,corr
MSC10,Session 4,coherent,592,corr
MSC10,Session 4,coherent,650,corr
MSC10,Session 4,coherent,608,corr
MSC10,Session 4,random,683,corr
MSC10,Session 4,coherent,615,corr
MSC10,Session 4,random,640,corr
MSC10,Session 4,coherent,615,corr
MSC10,Session 4,random,848,corr
MSC10,Session 4,coherent,598,corr
MSC10,Session 4,random,589,corr
MSC10,Session 4,random,593,corr
MSC10,Session 4,coherent,586,corr
MSC10,Session 4,random,716,corr
MSC10,Session 4,coherent,582,corr
MSC10,Session 4,coherent,569,corr
MSC10,Session 4,random,702,corr
MSC10,Session 4,coherent,641,corr
MSC10,Session 4,random,840,corr
MSC10,Session 4,random,752,corr
MSC10,Session 4,random,573,corr
MSC10,Session 4,coherent,603,corr
MSC10,Session 4,coherent,693,corr
MSC10,Session 4,coherent,773,corr
MSC10,Session 4,random,608,corr
MSC10,Session 4,random,662,corr
MSC10,Session 4,random,760,corr
MSC10,Session 4,random,702,corr
MSC10,Session 4,coherent,597,corr
MSC10,Session 4,coherent,700,corr
MSC10,Session 4,coherent,606,corr
MSC10,Session 4,random,971,err
MSC10,Session 4,random,678,corr
MSC10,Session 4,coherent,686,corr
MSC10,Session 4,random,613,corr
MSC10,Session 4,random,669,corr
MSC10,Session 4,coherent,563,corr
MSC10,Session 4,coherent,605,corr
MSC10,Session 4,coherent,588,corr
MSC10,Session 4,Noun,706,corr
MSC10,Session 4,Verb,769,corr
MSC10,Session 4,Noun,562,err
MSC10,Session 4,Noun,803,corr
MSC10,Session 4,Noun,679,corr
MSC10,Session 4,Verb,771,corr
MSC10,Session 4,Verb,742,corr
MSC10,Session 4,Verb,791,corr
MSC10,Session 4,Verb,894,corr
MSC10,Session 4,Noun,702,corr
MSC10,Session 4,Noun,720,corr
MSC10,Session 4,Verb,779,corr
MSC10,Session 4,Verb,784,corr
MSC10,Session 4,Verb,792,corr
MSC10,Session 4,Noun,755,corr
MSC10,Session 4,Noun,1106,corr
MSC10,Session 4,Verb,690,corr
MSC10,Session 4,Verb,616,corr
MSC10,Session 4,Verb,666,corr
MSC10,Session 4,Noun,884,corr
MSC10,Session 4,Noun,879,corr
MSC10,Session 4,Noun,643,corr
MSC10,Session 4,Verb,815,corr
MSC10,Session 4,Verb,889,corr
MSC10,Session 4,Verb,1040,corr
MSC10,Session 4,Verb,658,corr
MSC10,Session 4,Noun,670,corr
MSC10,Session 4,Noun,805,corr
MSC10,Session 4,Noun,741,corr
MSC10,Session 4,Noun,724,corr
MSC10,Session 5,coherent,687,corr
MSC10,Session 5,coherent,547,corr
MSC10,Session 5,coherent,880,corr
MSC10,Session 5,coherent,566,corr
MSC10,Session 5,random,782,corr
MSC10,Session 5,random,863,corr
MSC10,Session 5,random,881,corr
MSC10,Session 5,random,755,corr
MSC10,Session 5,random,822,corr
MSC10,Session 5,random,976,err
MSC10,Session 5,coherent,626,corr
MSC10,Session 5,coherent,607,corr
MSC10,Session 5,coherent,596,corr
MSC10,Session 5,random,648,corr
MSC10,Session 5,random,790,err
MSC10,Session 5,coherent,630,corr
MSC10,Session 5,random,663,corr
MSC10,Session 5,coherent,783,corr
MSC10,Session 5,coherent,687,corr
MSC10,Session 5,coherent,687,corr
MSC10,Session 5,random,627,corr
MSC10,Session 5,random,676,corr
