subs,Analysis,acc
INET018,SS,0.9821428571428572
INET016,SS,0.984375
INET051,SS,0.9642857142857143
INET045,SS,1.0
INET041,SS,0.9833333333333334
INET047,SS,0.9833333333333334
INET047,SS,0.9833333333333334
INET018,SS,0.9821428571428572
INET050,SS,1.0
INET044,SS,0.984375
INET051,SS,0.9642857142857143
INET045,SS,1.0
INET019,SS,0.984375
INET003,SS,0.9833333333333334
INET006,SS,0.9333333333333333
INET051,SS,0.9642857142857143
INET047,SS,0.9833333333333334
INET050,SS,1.0
INET006,SS,0.9333333333333333
INET045,SS,1.0
INET018,SS,0.9821428571428572
INET034,SS,0.984375
INET006,SS,0.9333333333333333
INET044,SS,0.984375
INET045,SS,1.0
INET019,SS,0.984375
INET041,SS,0.9833333333333334
INET047,SS,0.9833333333333334
INET041,SS,0.9833333333333334
INET045,SS,1.0
INET016,SS,0.984375
INET034,SS,0.984375
INET050,SS,1.0
INET034,SS,0.984375
INET016,SS,0.984375
INET019,SS,0.984375
INET044,SS,0.984375
INET006,SS,0.9333333333333333
INET019,SS,0.984375
INET040,SS,0.9833333333333334
INET040,SS,0.9833333333333334
INET034,SS,0.984375
INET034,SS,0.984375
INET016,SS,0.984375
INET016,SS,0.984375
INET040,SS,0.9833333333333334
INET019,SS,0.984375
INET051,SS,0.9642857142857143
INET050,SS,1.0
INET041,SS,0.9833333333333334
INET051,SS,0.9642857142857143
INET047,SS,0.9833333333333334
INET034,SS,0.984375
INET040,SS,0.9833333333333334
INET041,SS,0.9833333333333334
INET016,SS,0.984375
INET016,SS,0.984375
INET016,SS,0.984375
INET018,SS,0.9821428571428572
INET003,SS,0.9833333333333334
INET050,SS,1.0
INET019,SS,0.984375
INET047,SS,0.9833333333333334
INET018,SS,0.9821428571428572
INET019,SS,0.984375
INET006,SS,0.9333333333333333
INET016,SS,0.984375
INET040,SS,0.9833333333333334
INET003,SS,0.9833333333333334
INET003,SS,0.9833333333333334
INET003,SS,0.9833333333333334
INET040,SS,0.9833333333333334
INET003,SS,0.9833333333333334
INET003,SS,0.9833333333333334
INET045,SS,1.0
INET044,SS,0.984375
INET044,SS,0.984375
INET051,SS,0.9642857142857143
INET040,SS,0.9833333333333334
INET040,SS,0.9833333333333334
INET006,SS,0.9333333333333333
INET044,SS,0.984375
INET050,SS,1.0
INET044,SS,0.984375
INET040,SS,0.9833333333333334
INET047,SS,0.9833333333333334
INET041,SS,0.9833333333333334
INET018,SS,0.9821428571428572
INET044,SS,0.984375
INET045,SS,1.0
INET050,SS,1.0
INET016,SS,0.984375
INET041,SS,0.9833333333333334
INET034,SS,0.984375
INET034,SS,0.984375
INET018,SS,0.9821428571428572
INET047,SS,0.9833333333333334
INET006,SS,0.9333333333333333
INET047,SS,0.9833333333333334
INET047,SS,0.9833333333333334
