train_sub,same_sub,diff_sub
MSC01,0.8928571428571429,0.696953781512605
MSC02,0.875,0.6252626050420168
MSC03,0.8392857142857143,0.7098861283643892
MSC04,0.9285714285714286,0.6612394957983193
MSC05,0.9464285714285714,0.6515231092436975
MSC06,0.9107142857142857,0.5740354535974974
MSC07,0.7857142857142857,0.747393117831074
MSC10,0.8214285714285714,0.6951155462184874
