sub,sess,rating,rt,corr
MSC05,Session 8,female,1693,corr
MSC05,Session 8,female,779,corr
MSC05,Session 8,female,1058,corr
MSC05,Session 8,male,998,err
MSC05,Session 8,male,1456,corr
MSC05,Session 8,male,853,corr
MSC05,Session 8,male,823,corr
MSC05,Session 8,male,1592,corr
MSC05,Session 8,male,682,corr
MSC05,Session 8,male,552,err
MSC05,Session 8,male,1531,corr
MSC05,Session 8,male,1004,corr
MSC05,Session 8,male,572,corr
MSC05,Session 8,male,983,corr
MSC05,Session 8,male,887,corr
MSC05,Session 8,male,1077,corr
MSC05,Session 8,male,1124,corr
MSC05,Session 8,male,759,corr
MSC05,Session 8,male,1021,corr
MSC05,Session 8,male,696,corr
MSC05,Session 8,male,677,corr
MSC05,Session 8,male,1332,corr
MSC05,Session 8,male,899,corr
MSC05,Session 8,male,703,corr
MSC05,Session 8,male,1380,corr
MSC05,Session 8,male,791,corr
MSC05,Session 8,male,978,corr
MSC05,Session 8,male,832,corr
MSC05,Session 8,male,657,corr
MSC05,Session 8,male,733,corr
MSC05,Session 8,male,1318,corr
MSC05,Session 8,male,1096,corr
MSC05,Session 8,male,715,corr
MSC05,Session 8,male,999,corr
MSC05,Session 8,male,711,corr
MSC05,Session 8,male,684,corr
MSC05,Session 8,male,674,corr
MSC05,Session 8,male,893,corr
MSC05,Session 8,male,738,corr
MSC05,Session 8,indoor,748,corr
MSC05,Session 8,indoor,1009,corr
MSC05,Session 8,indoor,948,corr
MSC05,Session 8,indoor,1040,corr
MSC05,Session 8,indoor,792,corr
MSC05,Session 8,indoor,1002,corr
MSC05,Session 8,indoor,935,corr
MSC05,Session 8,indoor,814,corr
MSC05,Session 8,indoor,1139,corr
MSC05,Session 8,outdoor,899,corr
MSC05,Session 8,outdoor,655,corr
MSC05,Session 8,outdoor,1007,corr
MSC05,Session 8,indoor,1165,corr
MSC05,Session 8,indoor,687,corr
MSC05,Session 8,indoor,965,corr
MSC05,Session 8,indoor,1017,corr
MSC05,Session 8,indoor,1213,corr
MSC05,Session 8,indoor,1224,corr
MSC05,Session 8,indoor,1005,corr
MSC05,Session 8,indoor,659,corr
MSC05,Session 8,indoor,1104,corr
MSC05,Session 8,outdoor,770,corr
MSC05,Session 8,outdoor,670,corr
MSC05,Session 8,outdoor,987,corr
MSC05,Session 8,outdoor,895,corr
MSC05,Session 8,outdoor,823,corr
MSC05,Session 8,outdoor,820,corr
MSC05,Session 8,indoor,799,corr
MSC05,Session 8,indoor,668,corr
MSC05,Session 8,indoor,1196,corr
MSC05,Session 8,outdoor,908,corr
MSC05,Session 8,outdoor,1265,corr
MSC05,Session 8,outdoor,1045,corr
MSC05,Session 8,indoor,1174,corr
MSC05,Session 8,indoor,1472,corr
MSC05,Session 8,indoor,728,corr
MSC05,Session 8,indoor,1308,corr
MSC05,Session 8,indoor,623,corr
MSC05,Session 8,indoor,1061,corr
MSC05,Session 8,outdoor,690,corr
MSC05,Session 8,outdoor,1868,corr
MSC05,Session 8,outdoor,981,corr
MSC05,Session 8,outdoor,896,corr
MSC05,Session 8,outdoor,753,corr
MSC05,Session 8,outdoor,751,corr
MSC05,Session 8,indoor,704,corr
MSC05,Session 8,indoor,736,corr
MSC05,Session 8,indoor,1540,corr
MSC05,Session 8,outdoor,1002,corr
MSC05,Session 8,outdoor,1954,corr
MSC05,Session 8,outdoor,707,corr
MSC05,Session 8,outdoor,1338,corr
MSC05,Session 8,outdoor,792,corr
MSC05,Session 8,outdoor,1368,corr
MSC05,Session 8,outdoor,710,corr
MSC05,Session 8,outdoor,1404,corr
MSC05,Session 8,outdoor,859,corr
MSC05,Session 8,indoor,717,corr
MSC05,Session 8,indoor,784,corr
MSC05,Session 8,indoor,1240,corr
MSC05,Session 8,indoor,874,corr
MSC05,Session 8,indoor,777,corr
MSC05,Session 8,indoor,1054,corr
MSC05,Session 8,outdoor,1024,corr
MSC05,Session 8,outdoor,1566,corr
MSC05,Session 8,outdoor,652,corr
MSC05,Session 8,outdoor,858,corr
MSC05,Session 8,outdoor,907,corr
MSC05,Session 8,outdoor,1052,corr
MSC05,Session 8,outdoor,825,corr
MSC05,Session 8,outdoor,692,corr
MSC05,Session 8,outdoor,877,corr
MSC05,Session 8,Concrete,944,corr
MSC05,Session 8,Concrete,705,corr
MSC05,Session 8,Concrete,836,corr
MSC05,Session 8,Abstract,1129,corr
MSC05,Session 8,Abstract,735,corr
MSC05,Session 8,Abstract,720,corr
MSC05,Session 8,Concrete,789,corr
MSC05,Session 8,Concrete,1024,corr
MSC05,Session 8,Concrete,972,corr
MSC05,Session 8,Abstract,875,corr
MSC05,Session 8,Abstract,1518,corr
MSC05,Session 8,Abstract,752,corr
MSC05,Session 8,Abstract,1711,err
MSC05,Session 8,Abstract,1018,corr
MSC05,Session 8,Abstract,1515,err
MSC05,Session 8,Concrete,1381,corr
MSC05,Session 8,Concrete,799,corr
MSC05,Session 8,Concrete,1226,corr
MSC05,Session 8,Abstract,980,corr
MSC05,Session 8,Abstract,1248,corr
MSC05,Session 8,Abstract,709,corr
MSC05,Session 8,Abstract,1167,corr
MSC05,Session 8,Abstract,836,corr
MSC05,Session 8,Abstract,1552,corr
MSC05,Session 8,Concrete,794,corr
MSC05,Session 8,Concrete,718,corr
MSC05,Session 8,Concrete,693,corr
MSC05,Session 8,Abstract,1046,corr
MSC05,Session 8,Abstract,983,corr
MSC05,Session 8,Abstract,1312,corr
MSC05,Session 8,Abstract,1562,corr
MSC05,Session 8,Abstract,974,corr
MSC05,Session 8,Abstract,709,corr
MSC05,Session 8,Abstract,938,corr
MSC05,Session 8,Abstract,830,corr
MSC05,Session 8,Abstract,784,corr
MSC05,Session 8,Abstract,1520,corr
MSC05,Session 8,Abstract,1305,corr
MSC05,Session 8,Abstract,1070,corr
MSC05,Session 8,Abstract,1758,corr
MSC05,Session 8,Abstract,1457,corr
MSC05,Session 8,Abstract,1239,corr
MSC05,Session 8,Concrete,968,corr
MSC05,Session 8,Concrete,743,corr
MSC05,Session 8,Concrete,984,corr
MSC05,Session 8,Concrete,809,corr
MSC05,Session 8,Concrete,719,corr
MSC05,Session 8,Concrete,824,corr
MSC05,Session 8,Concrete,1596,corr
MSC05,Session 8,Concrete,765,corr
MSC05,Session 8,Concrete,1312,corr
MSC05,Session 8,Abstract,2022,err
MSC05,Session 8,Abstract,1301,corr
MSC05,Session 8,Abstract,1036,corr
MSC05,Session 8,Concrete,1435,corr
MSC05,Session 8,Concrete,1244,corr
MSC05,Session 8,Concrete,735,corr
MSC05,Session 8,Concrete,1124,corr
MSC05,Session 8,Concrete,718,corr
MSC05,Session 8,Concrete,1759,corr
MSC05,Session 8,Concrete,1493,corr
MSC05,Session 8,Concrete,787,corr
MSC05,Session 8,Concrete,672,corr
MSC05,Session 8,Concrete,1352,corr
MSC05,Session 8,Concrete,1060,corr
MSC05,Session 8,Concrete,740,corr
MSC05,Session 8,Abstract,1332,corr
MSC05,Session 8,Abstract,1114,corr
MSC05,Session 8,Abstract,1092,corr
MSC05,Session 8,Concrete,946,corr
MSC05,Session 8,Concrete,996,corr
MSC05,Session 8,Concrete,664,corr
MSC05,Session 9,male,949,err
MSC05,Session 9,male,614,corr
MSC05,Session 9,male,808,err
MSC05,Session 9,male,896,corr
MSC05,Session 9,male,459,corr
MSC05,Session 9,male,547,corr
MSC05,Session 9,male,649,corr
MSC05,Session 9,male,741,corr
MSC05,Session 9,male,1130,corr
MSC05,Session 9,female,602,corr
MSC05,Session 9,female,783,corr
MSC05,Session 9,female,812,corr
MSC05,Session 9,male,1142,corr
MSC05,Session 9,male,696,corr
MSC05,Session 9,male,822,corr
MSC05,Session 9,male,934,corr
MSC05,Session 9,male,634,corr
MSC05,Session 9,male,663,corr
MSC05,Session 9,male,928,corr
MSC05,Session 9,male,685,corr
MSC05,Session 9,male,797,corr
MSC05,Session 9,female,890,corr
MSC05,Session 9,female,633,corr
MSC05,Session 9,female,686,corr
MSC05,Session 9,female,883,corr
MSC05,Session 9,female,710,corr
MSC05,Session 9,female,592,corr
MSC05,Session 9,male,690,corr
MSC05,Session 9,male,773,corr
MSC05,Session 9,male,538,corr
MSC05,Session 9,female,493,corr
MSC05,Session 9,female,901,corr
MSC05,Session 9,female,778,corr
MSC05,Session 9,male,1135,corr
MSC05,Session 9,male,979,corr
MSC05,Session 9,male,615,corr
MSC05,Session 9,male,519,corr
MSC05,Session 9,male,707,corr
MSC05,Session 9,male,625,corr
MSC05,Session 9,male,994,corr
MSC05,Session 9,male,679,corr
MSC05,Session 9,male,617,corr
MSC05,Session 9,female,787,corr
MSC05,Session 9,female,712,corr
MSC05,Session 9,female,904,corr
MSC05,Session 9,female,597,corr
MSC05,Session 9,female,822,corr
MSC05,Session 9,female,711,corr
MSC05,Session 9,male,633,corr
MSC05,Session 9,male,577,corr
MSC05,Session 9,male,851,corr
MSC05,Session 9,male,589,corr
MSC05,Session 9,male,564,corr
MSC05,Session 9,male,693,corr
MSC05,Session 9,female,655,corr
MSC05,Session 9,female,799,corr
MSC05,Session 9,female,1098,corr
MSC05,Session 9,female,665,corr
MSC05,Session 9,female,667,corr
MSC05,Session 9,female,669,corr
MSC05,Session 9,female,961,corr
MSC05,Session 9,female,699,corr
MSC05,Session 9,female,1198,corr
MSC05,Session 9,female,1244,corr
MSC05,Session 9,female,580,corr
MSC05,Session 9,female,670,corr
MSC05,Session 9,female,659,corr
MSC05,Session 9,female,760,corr
MSC05,Session 9,female,704,corr
MSC05,Session 9,female,655,corr
MSC05,Session 9,female,1027,corr
MSC05,Session 9,female,715,corr
MSC05,Session 9,indoor,1153,corr
MSC05,Session 9,indoor,782,corr
MSC05,Session 9,indoor,747,corr
MSC05,Session 9,indoor,1320,corr
MSC05,Session 9,indoor,1329,corr
MSC05,Session 9,indoor,799,corr
MSC05,Session 9,outdoor,500,corr
MSC05,Session 9,outdoor,509,corr
MSC05,Session 9,outdoor,613,corr
MSC05,Session 9,indoor,743,corr
MSC05,Session 9,indoor,605,corr
MSC05,Session 9,indoor,702,corr
MSC05,Session 9,outdoor,677,corr
MSC05,Session 9,outdoor,536,corr
MSC05,Session 9,outdoor,985,corr
MSC05,Session 9,indoor,703,corr
MSC05,Session 9,indoor,661,corr
MSC05,Session 9,indoor,646,corr
MSC05,Session 9,outdoor,543,corr
MSC05,Session 9,outdoor,630,corr
MSC05,Session 9,outdoor,627,corr
MSC05,Session 9,indoor,669,corr
MSC05,Session 9,indoor,669,corr
MSC05,Session 9,indoor,612,corr
MSC05,Session 9,indoor,948,err
MSC05,Session 9,indoor,935,corr
MSC05,Session 9,indoor,970,corr
MSC05,Session 9,indoor,717,corr
MSC05,Session 9,indoor,737,corr
MSC05,Session 9,indoor,691,corr
MSC05,Session 9,outdoor,1032,corr
MSC05,Session 9,outdoor,1651,corr
MSC05,Session 9,outdoor,1267,corr
MSC05,Session 9,outdoor,612,corr
MSC05,Session 9,outdoor,890,corr
MSC05,Session 9,outdoor,767,corr
MSC05,Session 9,outdoor,538,corr
MSC05,Session 9,outdoor,1524,corr
MSC05,Session 9,outdoor,1069,corr
MSC05,Session 9,outdoor,876,corr
MSC05,Session 9,outdoor,1315,corr
MSC05,Session 9,outdoor,738,corr
MSC05,Session 9,indoor,723,corr
MSC05,Session 9,indoor,677,corr
MSC05,Session 9,indoor,685,corr
MSC05,Session 9,outdoor,648,corr
MSC05,Session 9,outdoor,439,corr
MSC05,Session 9,outdoor,640,corr
MSC05,Session 9,indoor,594,corr
MSC05,Session 9,indoor,665,corr
MSC05,Session 9,indoor,648,corr
MSC05,Session 9,indoor,767,corr
MSC05,Session 9,indoor,759,corr
MSC05,Session 9,indoor,671,corr
MSC05,Session 9,outdoor,1106,corr
MSC05,Session 9,outdoor,661,corr
MSC05,Session 9,outdoor,513,corr
MSC05,Session 9,indoor,1012,corr
MSC05,Session 9,indoor,894,corr
MSC05,Session 9,indoor,611,corr
MSC05,Session 9,outdoor,1181,corr
MSC05,Session 9,outdoor,580,corr
MSC05,Session 9,outdoor,632,corr
MSC05,Session 9,indoor,925,corr
MSC05,Session 9,indoor,622,corr
MSC05,Session 9,indoor,701,corr
MSC05,Session 9,outdoor,706,corr
MSC05,Session 9,outdoor,611,corr
MSC05,Session 9,outdoor,500,corr
MSC05,Session 9,outdoor,926,corr
MSC05,Session 9,outdoor,673,corr
MSC05,Session 9,outdoor,661,corr
MSC05,Session 9,Abstract,no response,err
MSC05,Session 9,Abstract,826,corr
MSC05,Session 9,Abstract,1733,corr
MSC05,Session 9,Concrete,29,corr
MSC05,Session 9,Concrete,1154,corr
MSC05,Session 9,Concrete,542,corr
MSC05,Session 9,Abstract,1163,corr
MSC05,Session 9,Abstract,710,corr
MSC05,Session 9,Abstract,1505,corr
MSC05,Session 9,Abstract,1313,corr
MSC05,Session 9,Abstract,982,corr
MSC05,Session 9,Abstract,1302,corr
MSC05,Session 9,Concrete,1329,corr
MSC05,Session 9,Concrete,1062,corr
MSC05,Session 9,Concrete,636,corr
MSC05,Session 9,Concrete,1075,corr
MSC05,Session 9,Concrete,940,corr
MSC05,Session 9,Concrete,591,corr
MSC05,Session 9,Concrete,980,corr
MSC05,Session 9,Concrete,732,corr
MSC05,Session 9,Concrete,653,corr
MSC05,Session 9,Abstract,1326,corr
MSC05,Session 9,Abstract,1063,corr
MSC05,Session 9,Abstract,776,corr
MSC05,Session 9,Concrete,682,corr
MSC05,Session 9,Concrete,1041,corr
MSC05,Session 9,Concrete,693,corr
MSC05,Session 9,Abstract,1209,corr
MSC05,Session 9,Abstract,956,corr
MSC05,Session 9,Abstract,1274,corr
MSC05,Session 9,Concrete,760,corr
MSC05,Session 9,Concrete,912,corr
MSC05,Session 9,Concrete,906,corr
MSC05,Session 9,Concrete,897,corr
MSC05,Session 9,Concrete,783,corr
MSC05,Session 9,Concrete,1042,corr
MSC05,Session 9,Abstract,1837,corr
MSC05,Session 9,Abstract,872,corr
MSC05,Session 9,Abstract,1225,corr
MSC05,Session 9,Abstract,1693,corr
MSC05,Session 9,Abstract,1208,corr
MSC05,Session 9,Abstract,1458,corr
MSC05,Session 9,Concrete,937,corr
MSC05,Session 9,Concrete,1110,corr
MSC05,Session 9,Concrete,1217,corr
MSC05,Session 9,Abstract,862,corr
MSC05,Session 9,Abstract,739,corr
MSC05,Session 9,Abstract,1358,corr
MSC05,Session 9,Abstract,887,corr
MSC05,Session 9,Abstract,768,corr
MSC05,Session 9,Abstract,917,corr
MSC05,Session 9,Concrete,1238,corr
MSC05,Session 9,Concrete,1326,corr
MSC05,Session 9,Concrete,1333,corr
MSC05,Session 9,Concrete,670,corr
MSC05,Session 9,Concrete,767,corr
MSC05,Session 9,Concrete,1104,corr
MSC05,Session 9,Abstract,773,err
MSC05,Session 9,Abstract,1360,corr
MSC05,Session 9,Abstract,1184,corr
MSC05,Session 9,Concrete,729,err
MSC05,Session 9,Concrete,673,corr
MSC05,Session 9,Concrete,749,corr
MSC05,Session 9,Abstract,803,corr
MSC05,Session 9,Abstract,751,corr
MSC05,Session 9,Abstract,1132,corr
MSC05,Session 9,Abstract,1919,corr
MSC05,Session 9,Abstract,811,corr
MSC05,Session 9,Abstract,856,corr
MSC05,Session 9,Concrete,1633,corr
MSC05,Session 9,Concrete,850,corr
MSC05,Session 9,Concrete,651,corr
MSC05,Session 10,female,1130,corr
MSC05,Session 10,female,721,corr
MSC05,Session 10,female,744,corr
MSC05,Session 10,female,1274,corr
MSC05,Session 10,female,1233,corr
MSC05,Session 10,female,773,corr
MSC05,Session 10,female,837,corr
MSC05,Session 10,female,1306,corr
MSC05,Session 10,female,701,corr
MSC05,Session 10,female,1076,corr
MSC05,Session 10,female,1405,corr
MSC05,Session 10,female,1043,corr
MSC05,Session 10,female,1122,corr
MSC05,Session 10,female,799,corr
MSC05,Session 10,female,807,corr
MSC05,Session 10,female,856,corr
MSC05,Session 10,female,708,corr
MSC05,Session 10,female,787,corr
MSC05,Session 10,female,1452,corr
MSC05,Session 10,female,789,corr
MSC05,Session 10,female,947,corr
MSC05,Session 10,female,1062,corr
MSC05,Session 10,female,726,corr
MSC05,Session 10,female,679,corr
MSC05,Session 10,female,774,corr
MSC05,Session 10,female,1239,corr
MSC05,Session 10,female,1031,corr
MSC05,Session 10,female,1060,corr
MSC05,Session 10,female,658,corr
MSC05,Session 10,female,792,corr
MSC05,Session 10,female,1208,corr
MSC05,Session 10,female,835,corr
MSC05,Session 10,female,660,corr
MSC05,Session 10,female,869,corr
MSC05,Session 10,female,960,corr
MSC05,Session 10,female,615,corr
MSC05,Session 10,male,845,corr
MSC05,Session 10,male,1037,corr
MSC05,Session 10,male,1375,corr
MSC05,Session 10,male,1690,corr
MSC05,Session 10,male,1082,corr
MSC05,Session 10,male,881,corr
MSC05,Session 10,male,1010,corr
MSC05,Session 10,male,806,corr
MSC05,Session 10,male,815,corr
MSC05,Session 10,male,1136,corr
MSC05,Session 10,male,731,corr
MSC05,Session 10,male,812,corr
MSC05,Session 10,male,1878,corr
MSC05,Session 10,male,1124,corr
MSC05,Session 10,male,620,corr
MSC05,Session 10,male,918,corr
MSC05,Session 10,male,705,corr
MSC05,Session 10,male,644,corr
MSC05,Session 10,male,1127,corr
MSC05,Session 10,male,907,corr
MSC05,Session 10,male,969,corr
MSC05,Session 10,male,1399,corr
MSC05,Session 10,male,913,corr
MSC05,Session 10,male,1370,corr
MSC05,Session 10,male,1618,corr
MSC05,Session 10,male,1355,corr
MSC05,Session 10,male,875,corr
MSC05,Session 10,male,690,corr
MSC05,Session 10,male,715,corr
MSC05,Session 10,male,726,corr
MSC05,Session 10,male,951,corr
MSC05,Session 10,male,796,err
MSC05,Session 10,male,1153,corr
MSC05,Session 10,male,1064,corr
MSC05,Session 10,male,1608,corr
MSC05,Session 10,male,911,corr
MSC05,Session 10,indoor,896,corr
MSC05,Session 10,indoor,913,corr
MSC05,Session 10,indoor,856,corr
MSC05,Session 10,outdoor,1159,corr
MSC05,Session 10,outdoor,651,corr
MSC05,Session 10,outdoor,781,corr
MSC05,Session 10,outdoor,805,corr
MSC05,Session 10,outdoor,1361,corr
MSC05,Session 10,outdoor,815,corr
MSC05,Session 10,outdoor,1164,corr
MSC05,Session 10,outdoor,656,corr
MSC05,Session 10,outdoor,879,corr
MSC05,Session 10,outdoor,694,corr
MSC05,Session 10,outdoor,968,corr
MSC05,Session 10,outdoor,876,corr
MSC05,Session 10,indoor,780,corr
MSC05,Session 10,indoor,835,corr
MSC05,Session 10,indoor,900,corr
MSC05,Session 10,outdoor,1006,corr
MSC05,Session 10,outdoor,780,corr
MSC05,Session 10,outdoor,1334,corr
MSC05,Session 10,indoor,1134,corr
MSC05,Session 10,indoor,781,corr
MSC05,Session 10,indoor,696,corr
MSC05,Session 10,indoor,986,corr
MSC05,Session 10,indoor,832,corr
MSC05,Session 10,indoor,569,corr
MSC05,Session 10,outdoor,608,corr
MSC05,Session 10,outdoor,777,corr
MSC05,Session 10,outdoor,675,corr
MSC05,Session 10,outdoor,913,corr
MSC05,Session 10,outdoor,926,corr
MSC05,Session 10,outdoor,838,corr
MSC05,Session 10,indoor,693,corr
MSC05,Session 10,indoor,917,corr
MSC05,Session 10,indoor,759,corr
MSC05,Session 10,indoor,1100,corr
MSC05,Session 10,indoor,677,corr
MSC05,Session 10,indoor,795,corr
MSC05,Session 10,indoor,720,corr
MSC05,Session 10,indoor,550,corr
MSC05,Session 10,indoor,1593,corr
MSC05,Session 10,indoor,724,corr
MSC05,Session 10,indoor,994,corr
MSC05,Session 10,indoor,489,corr
MSC05,Session 10,indoor,1078,corr
MSC05,Session 10,indoor,893,corr
MSC05,Session 10,indoor,774,corr
MSC05,Session 10,outdoor,585,corr
MSC05,Session 10,outdoor,698,corr
MSC05,Session 10,outdoor,880,corr
MSC05,Session 10,indoor,809,corr
MSC05,Session 10,indoor,921,corr
MSC05,Session 10,indoor,675,corr
MSC05,Session 10,indoor,669,corr
MSC05,Session 10,indoor,695,corr
MSC05,Session 10,indoor,622,corr
MSC05,Session 10,outdoor,996,corr
MSC05,Session 10,outdoor,605,err
MSC05,Session 10,outdoor,692,corr
MSC05,Session 10,outdoor,712,corr
MSC05,Session 10,outdoor,743,corr
MSC05,Session 10,outdoor,772,corr
MSC05,Session 10,outdoor,971,corr
MSC05,Session 10,outdoor,599,corr
MSC05,Session 10,outdoor,589,corr
MSC05,Session 10,indoor,1280,corr
MSC05,Session 10,indoor,767,corr
MSC05,Session 10,indoor,1109,corr
MSC05,Session 10,outdoor,755,corr
MSC05,Session 10,outdoor,715,corr
MSC05,Session 10,outdoor,860,corr
MSC05,Session 10,Concrete,1442,corr
MSC05,Session 10,Concrete,1220,corr
MSC05,Session 10,Concrete,667,corr
MSC05,Session 10,Concrete,843,corr
MSC05,Session 10,Concrete,970,corr
MSC05,Session 10,Concrete,885,corr
MSC05,Session 10,Concrete,677,corr
MSC05,Session 10,Concrete,766,corr
MSC05,Session 10,Concrete,708,corr
MSC05,Session 10,Abstract,1226,err
MSC05,Session 10,Abstract,998,err
MSC05,Session 10,Abstract,1014,err
MSC05,Session 10,Abstract,922,corr
MSC05,Session 10,Abstract,945,corr
MSC05,Session 10,Abstract,922,corr
MSC05,Session 10,Concrete,1429,corr
MSC05,Session 10,Concrete,868,corr
MSC05,Session 10,Concrete,750,corr
MSC05,Session 10,Concrete,916,corr
MSC05,Session 10,Concrete,1046,corr
MSC05,Session 10,Concrete,953,corr
MSC05,Session 10,Abstract,1894,corr
MSC05,Session 10,Abstract,693,corr
MSC05,Session 10,Abstract,814,corr
MSC05,Session 10,Abstract,1194,corr
MSC05,Session 10,Abstract,868,corr
MSC05,Session 10,Abstract,763,corr
MSC05,Session 10,Abstract,1048,corr
MSC05,Session 10,Abstract,872,corr
MSC05,Session 10,Abstract,1245,corr
MSC05,Session 10,Concrete,895,corr
MSC05,Session 10,Concrete,660,corr
MSC05,Session 10,Concrete,651,corr
MSC05,Session 10,Concrete,716,corr
MSC05,Session 10,Concrete,845,corr
MSC05,Session 10,Concrete,675,corr
MSC05,Session 10,Abstract,1308,corr
MSC05,Session 10,Abstract,962,corr
MSC05,Session 10,Abstract,729,corr
MSC05,Session 10,Abstract,828,corr
MSC05,Session 10,Abstract,824,corr
MSC05,Session 10,Abstract,934,corr
MSC05,Session 10,Concrete,1151,corr
MSC05,Session 10,Concrete,982,corr
MSC05,Session 10,Concrete,689,corr
MSC05,Session 10,Concrete,1338,corr
MSC05,Session 10,Concrete,707,corr
MSC05,Session 10,Concrete,1063,corr
MSC05,Session 10,Abstract,694,err
MSC05,Session 10,Abstract,965,corr
MSC05,Session 10,Abstract,1124,corr
MSC05,Session 10,Concrete,668,corr
MSC05,Session 10,Concrete,920,corr
MSC05,Session 10,Concrete,705,corr
MSC05,Session 10,Concrete,873,corr
MSC05,Session 10,Concrete,768,corr
MSC05,Session 10,Concrete,675,corr
MSC05,Session 10,Abstract,1052,corr
MSC05,Session 10,Abstract,874,corr
MSC05,Session 10,Abstract,824,corr
MSC05,Session 10,Concrete,728,corr
MSC05,Session 10,Concrete,1211,corr
MSC05,Session 10,Concrete,719,corr
MSC05,Session 10,Abstract,1246,corr
MSC05,Session 10,Abstract,1387,corr
MSC05,Session 10,Abstract,1189,corr
MSC05,Session 10,Abstract,1048,corr
MSC05,Session 10,Abstract,926,corr
MSC05,Session 10,Abstract,716,corr
MSC05,Session 10,Abstract,758,err
MSC05,Session 10,Abstract,876,corr
MSC05,Session 10,Abstract,833,corr
MSC06,Session 1,male,683,corr
MSC06,Session 1,male,641,corr
MSC06,Session 1,male,883,corr
MSC06,Session 1,male,705,corr
MSC06,Session 1,male,602,corr
MSC06,Session 1,male,570,corr
MSC06,Session 1,male,613,corr
MSC06,Session 1,male,579,corr
MSC06,Session 1,male,554,corr
MSC06,Session 1,male,666,corr
MSC06,Session 1,male,709,corr
MSC06,Session 1,male,763,corr
MSC06,Session 1,male,608,corr
MSC06,Session 1,male,608,corr
MSC06,Session 1,male,719,corr
MSC06,Session 1,male,703,corr
MSC06,Session 1,male,700,corr
MSC06,Session 1,male,599,corr
MSC06,Session 1,male,1018,corr
MSC06,Session 1,male,917,corr
MSC06,Session 1,male,686,corr
MSC06,Session 1,male,1024,corr
MSC06,Session 1,male,652,corr
MSC06,Session 1,male,668,corr
MSC06,Session 1,male,712,corr
MSC06,Session 1,male,561,corr
MSC06,Session 1,male,631,corr
MSC06,Session 1,male,770,corr
MSC06,Session 1,male,636,corr
MSC06,Session 1,male,720,corr
MSC06,Session 1,male,782,err
MSC06,Session 1,male,904,corr
MSC06,Session 1,male,1063,err
MSC06,Session 1,female,731,corr
MSC06,Session 1,female,856,corr
MSC06,Session 1,female,863,corr
MSC06,Session 1,male,617,corr
MSC06,Session 1,male,711,corr
MSC06,Session 1,male,764,corr
MSC06,Session 1,female,763,corr
MSC06,Session 1,female,607,corr
MSC06,Session 1,female,628,corr
MSC06,Session 1,female,705,corr
MSC06,Session 1,female,636,corr
MSC06,Session 1,female,723,corr
MSC06,Session 1,female,633,corr
MSC06,Session 1,female,670,corr
MSC06,Session 1,female,790,corr
MSC06,Session 1,female,662,corr
MSC06,Session 1,female,669,corr
MSC06,Session 1,female,613,corr
MSC06,Session 1,female,930,corr
MSC06,Session 1,female,787,corr
MSC06,Session 1,female,908,corr
MSC06,Session 1,female,780,corr
MSC06,Session 1,female,620,corr
MSC06,Session 1,female,617,corr
MSC06,Session 1,female,690,corr
MSC06,Session 1,female,541,corr
MSC06,Session 1,female,575,corr
MSC06,Session 1,female,864,corr
MSC06,Session 1,female,763,corr
MSC06,Session 1,female,737,corr
MSC06,Session 1,female,673,corr
MSC06,Session 1,female,656,corr
MSC06,Session 1,female,849,corr
MSC06,Session 1,female,888,corr
MSC06,Session 1,female,854,corr
MSC06,Session 1,female,878,corr
MSC06,Session 1,female,662,corr
MSC06,Session 1,female,632,corr
MSC06,Session 1,female,882,corr
MSC06,Session 1,indoor,765,corr
MSC06,Session 1,indoor,664,corr
MSC06,Session 1,indoor,771,corr
MSC06,Session 1,outdoor,567,corr
MSC06,Session 1,outdoor,836,corr
MSC06,Session 1,outdoor,647,corr
MSC06,Session 1,indoor,1203,corr
MSC06,Session 1,indoor,881,corr
MSC06,Session 1,indoor,826,corr
MSC06,Session 1,outdoor,567,corr
MSC06,Session 1,outdoor,823,corr
MSC06,Session 1,outdoor,700,corr
MSC06,Session 1,outdoor,754,corr
MSC06,Session 1,outdoor,723,corr
MSC06,Session 1,outdoor,763,corr
MSC06,Session 1,outdoor,741,corr
MSC06,Session 1,outdoor,729,corr
MSC06,Session 1,outdoor,783,corr
MSC06,Session 1,indoor,709,corr
MSC06,Session 1,indoor,616,corr
MSC06,Session 1,indoor,782,corr
MSC06,Session 1,indoor,683,corr
MSC06,Session 1,indoor,730,corr
MSC06,Session 1,indoor,1019,corr
MSC06,Session 1,indoor,618,corr
MSC06,Session 1,indoor,710,corr
MSC06,Session 1,indoor,747,corr
MSC06,Session 1,outdoor,849,err
MSC06,Session 1,outdoor,1002,err
MSC06,Session 1,outdoor,684,err
MSC06,Session 1,indoor,762,corr
MSC06,Session 1,indoor,691,corr
MSC06,Session 1,indoor,688,corr
MSC06,Session 1,indoor,675,corr
MSC06,Session 1,indoor,844,corr
MSC06,Session 1,indoor,680,corr
MSC06,Session 1,outdoor,692,corr
MSC06,Session 1,outdoor,656,corr
MSC06,Session 1,outdoor,666,corr
MSC06,Session 1,indoor,695,corr
MSC06,Session 1,indoor,624,corr
MSC06,Session 1,indoor,804,corr
MSC06,Session 1,outdoor,679,corr
MSC06,Session 1,outdoor,706,corr
MSC06,Session 1,outdoor,637,corr
MSC06,Session 1,indoor,618,corr
MSC06,Session 1,indoor,752,corr
MSC06,Session 1,indoor,682,corr
