sub,sess,rating,rt,corr
MSC01,Session 8,Concrete,646,corr
MSC01,Session 8,Concrete,1393,corr
MSC01,Session 8,Concrete,1267,corr
MSC01,Session 8,Concrete,839,corr
MSC01,Session 8,Concrete,1101,corr
MSC01,Session 8,Concrete,1584,corr
MSC01,Session 8,Concrete,693,corr
MSC01,Session 8,Abstract,1506,corr
MSC01,Session 8,Abstract,1570,corr
MSC01,Session 8,Abstract,1033,corr
MSC01,Session 8,Concrete,621,corr
MSC01,Session 8,Concrete,724,corr
MSC01,Session 8,Concrete,659,corr
MSC01,Session 8,Concrete,1020,corr
MSC01,Session 8,Concrete,723,corr
MSC01,Session 8,Concrete,1296,corr
MSC01,Session 8,Concrete,864,corr
MSC01,Session 8,Concrete,715,corr
MSC01,Session 8,Concrete,845,corr
MSC01,Session 8,Concrete,909,corr
MSC01,Session 8,Concrete,643,corr
MSC01,Session 8,Concrete,724,corr
MSC01,Session 8,Abstract,1690,corr
MSC01,Session 8,Abstract,1286,corr
MSC01,Session 8,Abstract,1458,corr
MSC01,Session 8,Concrete,822,corr
MSC01,Session 8,Concrete,708,corr
MSC01,Session 8,Concrete,749,corr
MSC01,Session 9,male,867,corr
MSC01,Session 9,male,910,corr
MSC01,Session 9,male,747,corr
MSC01,Session 9,male,911,corr
MSC01,Session 9,male,818,corr
MSC01,Session 9,male,1003,corr
MSC01,Session 9,male,931,corr
MSC01,Session 9,male,1083,corr
MSC01,Session 9,male,809,corr
MSC01,Session 9,female,788,corr
MSC01,Session 9,female,1029,corr
MSC01,Session 9,female,870,corr
MSC01,Session 9,male,802,corr
MSC01,Session 9,male,825,corr
MSC01,Session 9,male,933,corr
MSC01,Session 9,male,688,corr
MSC01,Session 9,male,801,corr
MSC01,Session 9,male,872,corr
MSC01,Session 9,male,807,corr
MSC01,Session 9,male,659,corr
MSC01,Session 9,male,1163,corr
MSC01,Session 9,female,858,corr
MSC01,Session 9,female,836,corr
MSC01,Session 9,female,845,corr
MSC01,Session 9,female,731,corr
MSC01,Session 9,female,755,corr
MSC01,Session 9,female,613,corr
MSC01,Session 9,male,875,corr
MSC01,Session 9,male,936,corr
MSC01,Session 9,male,913,corr
MSC01,Session 9,female,699,corr
MSC01,Session 9,female,704,corr
MSC01,Session 9,female,682,corr
MSC01,Session 9,male,883,corr
MSC01,Session 9,male,755,corr
MSC01,Session 9,male,909,corr
MSC01,Session 9,male,558,corr
MSC01,Session 9,male,770,corr
MSC01,Session 9,male,1333,corr
MSC01,Session 9,male,815,corr
MSC01,Session 9,male,979,corr
MSC01,Session 9,male,1167,corr
MSC01,Session 9,female,735,err
MSC01,Session 9,female,1353,err
MSC01,Session 9,female,1328,err
MSC01,Session 9,female,799,corr
MSC01,Session 9,female,699,corr
MSC01,Session 9,female,968,corr
MSC01,Session 9,male,804,corr
MSC01,Session 9,male,717,corr
MSC01,Session 9,male,612,corr
MSC01,Session 9,male,872,corr
MSC01,Session 9,male,818,corr
MSC01,Session 9,male,1280,corr
MSC01,Session 9,female,577,corr
MSC01,Session 9,female,896,corr
MSC01,Session 9,female,1316,corr
MSC01,Session 9,female,772,corr
MSC01,Session 9,female,811,corr
MSC01,Session 9,female,857,corr
MSC01,Session 9,female,1347,corr
MSC01,Session 9,female,699,corr
MSC01,Session 9,female,899,corr
MSC01,Session 9,female,805,corr
MSC01,Session 9,female,737,corr
MSC01,Session 9,female,727,corr
MSC01,Session 9,female,733,corr
MSC01,Session 9,female,1071,corr
MSC01,Session 9,female,989,corr
MSC01,Session 9,female,674,corr
MSC01,Session 9,female,1028,corr
MSC01,Session 9,female,1002,corr
MSC01,Session 9,indoor,1070,corr
MSC01,Session 9,indoor,1164,corr
MSC01,Session 9,indoor,1193,corr
MSC01,Session 9,indoor,1350,corr
MSC01,Session 9,indoor,1338,corr
MSC01,Session 9,indoor,921,corr
MSC01,Session 9,outdoor,700,corr
MSC01,Session 9,outdoor,799,corr
MSC01,Session 9,outdoor,910,corr
MSC01,Session 9,indoor,821,corr
MSC01,Session 9,indoor,1355,err
MSC01,Session 9,indoor,1270,corr
MSC01,Session 9,outdoor,827,corr
MSC01,Session 9,outdoor,717,corr
MSC01,Session 9,outdoor,667,corr
MSC01,Session 9,indoor,1197,corr
MSC01,Session 9,indoor,776,corr
MSC01,Session 9,indoor,1014,corr
MSC01,Session 9,outdoor,847,corr
MSC01,Session 9,outdoor,767,corr
MSC01,Session 9,outdoor,994,corr
MSC01,Session 9,indoor,971,corr
MSC01,Session 9,indoor,752,corr
MSC01,Session 9,indoor,840,corr
MSC01,Session 9,indoor,1343,corr
MSC01,Session 9,indoor,1178,corr
MSC01,Session 9,indoor,897,corr
MSC01,Session 9,indoor,1159,corr
MSC01,Session 9,indoor,1160,corr
MSC01,Session 9,indoor,1478,corr
MSC01,Session 9,outdoor,858,corr
MSC01,Session 9,outdoor,846,corr
MSC01,Session 9,outdoor,731,corr
MSC01,Session 9,outdoor,1417,corr
MSC01,Session 9,outdoor,843,corr
MSC01,Session 9,outdoor,781,corr
MSC01,Session 9,outdoor,598,corr
MSC01,Session 9,outdoor,906,corr
MSC01,Session 9,outdoor,817,corr
MSC01,Session 9,outdoor,893,corr
MSC01,Session 9,outdoor,1098,corr
MSC01,Session 9,outdoor,799,corr
MSC01,Session 9,indoor,647,corr
MSC01,Session 9,indoor,981,corr
MSC01,Session 9,indoor,771,corr
MSC01,Session 9,outdoor,1119,corr
MSC01,Session 9,outdoor,860,corr
MSC01,Session 9,outdoor,871,corr
MSC01,Session 9,indoor,767,corr
MSC01,Session 9,indoor,1096,corr
MSC01,Session 9,indoor,1154,corr
MSC01,Session 9,indoor,1235,corr
MSC01,Session 9,indoor,1228,corr
MSC01,Session 9,indoor,1068,corr
MSC01,Session 9,outdoor,836,corr
MSC01,Session 9,outdoor,835,corr
MSC01,Session 9,outdoor,681,corr
MSC01,Session 9,indoor,767,corr
MSC01,Session 9,indoor,1255,corr
MSC01,Session 9,indoor,775,corr
MSC01,Session 9,outdoor,1293,corr
MSC01,Session 9,outdoor,914,corr
MSC01,Session 9,outdoor,1307,corr
MSC01,Session 9,indoor,1177,corr
MSC01,Session 9,indoor,790,corr
MSC01,Session 9,indoor,976,corr
MSC01,Session 9,outdoor,1142,corr
MSC01,Session 9,outdoor,1029,corr
MSC01,Session 9,outdoor,1199,corr
MSC01,Session 9,outdoor,724,corr
MSC01,Session 9,outdoor,809,corr
MSC01,Session 9,outdoor,757,corr
MSC01,Session 9,Abstract,1254,corr
MSC01,Session 9,Abstract,1671,corr
MSC01,Session 9,Abstract,808,err
MSC01,Session 9,Concrete,1290,corr
MSC01,Session 9,Concrete,724,corr
MSC01,Session 9,Concrete,1037,corr
MSC01,Session 9,Abstract,1285,corr
MSC01,Session 9,Abstract,1437,corr
MSC01,Session 9,Abstract,836,corr
MSC01,Session 9,Abstract,1058,corr
MSC01,Session 9,Abstract,893,corr
MSC01,Session 9,Abstract,1500,corr
MSC01,Session 9,Concrete,1082,corr
MSC01,Session 9,Concrete,781,corr
MSC01,Session 9,Concrete,675,corr
MSC01,Session 9,Concrete,728,corr
MSC01,Session 9,Concrete,935,corr
MSC01,Session 9,Concrete,1027,corr
MSC01,Session 9,Concrete,803,corr
MSC01,Session 9,Concrete,931,corr
MSC01,Session 9,Concrete,743,corr
MSC01,Session 9,Abstract,1559,corr
MSC01,Session 9,Abstract,983,corr
MSC01,Session 9,Abstract,884,corr
MSC01,Session 9,Concrete,1444,corr
MSC01,Session 9,Concrete,851,corr
MSC01,Session 9,Concrete,889,corr
MSC01,Session 9,Abstract,729,corr
MSC01,Session 9,Abstract,1257,corr
MSC01,Session 9,Abstract,853,corr
MSC01,Session 9,Concrete,1290,corr
MSC01,Session 9,Concrete,1078,corr
MSC01,Session 9,Concrete,743,corr
MSC01,Session 9,Concrete,874,corr
MSC01,Session 9,Concrete,1157,corr
MSC01,Session 9,Concrete,815,corr
MSC01,Session 9,Abstract,1348,corr
MSC01,Session 9,Abstract,962,corr
MSC01,Session 9,Abstract,1833,corr
MSC01,Session 9,Abstract,1318,corr
MSC01,Session 9,Abstract,1272,corr
MSC01,Session 9,Abstract,994,corr
MSC01,Session 9,Concrete,1274,corr
MSC01,Session 9,Concrete,844,err
MSC01,Session 9,Concrete,1089,corr
MSC01,Session 9,Abstract,943,corr
MSC01,Session 9,Abstract,1263,corr
MSC01,Session 9,Abstract,750,corr
MSC01,Session 9,Abstract,1187,corr
MSC01,Session 9,Abstract,1196,corr
MSC01,Session 9,Abstract,823,corr
MSC01,Session 9,Concrete,786,corr
MSC01,Session 9,Concrete,921,corr
MSC01,Session 9,Concrete,1262,corr
MSC01,Session 9,Concrete,780,corr
MSC01,Session 9,Concrete,763,corr
MSC01,Session 9,Concrete,1221,corr
MSC01,Session 9,Abstract,1082,err
MSC01,Session 9,Abstract,1423,corr
MSC01,Session 9,Abstract,1164,corr
MSC01,Session 9,Concrete,1119,corr
MSC01,Session 9,Concrete,768,corr
MSC01,Session 9,Concrete,743,corr
MSC01,Session 9,Abstract,1105,corr
MSC01,Session 9,Abstract,1105,err
MSC01,Session 9,Abstract,1377,corr
MSC01,Session 9,Abstract,1390,corr
MSC01,Session 9,Abstract,807,corr
MSC01,Session 9,Abstract,853,corr
MSC01,Session 9,Concrete,1208,corr
MSC01,Session 9,Concrete,807,corr
MSC01,Session 9,Concrete,734,corr
MSC01,Session 10,female,1157,corr
MSC01,Session 10,female,868,corr
MSC01,Session 10,female,794,corr
MSC01,Session 10,female,929,corr
MSC01,Session 10,female,1055,corr
MSC01,Session 10,female,861,corr
MSC01,Session 10,female,1359,corr
MSC01,Session 10,female,843,corr
MSC01,Session 10,female,702,corr
MSC01,Session 10,female,989,corr
MSC01,Session 10,female,759,corr
MSC01,Session 10,female,1327,corr
MSC01,Session 10,female,1139,corr
MSC01,Session 10,female,819,corr
MSC01,Session 10,female,819,corr
MSC01,Session 10,female,646,corr
MSC01,Session 10,female,747,corr
MSC01,Session 10,female,851,corr
MSC01,Session 10,female,1237,corr
MSC01,Session 10,female,702,corr
MSC01,Session 10,female,1083,corr
MSC01,Session 10,female,881,corr
MSC01,Session 10,female,1336,corr
MSC01,Session 10,female,956,corr
MSC01,Session 10,female,939,corr
MSC01,Session 10,female,1051,corr
MSC01,Session 10,female,1153,corr
MSC01,Session 10,female,803,corr
MSC01,Session 10,female,1280,corr
MSC01,Session 10,female,870,corr
MSC01,Session 10,female,880,corr
MSC01,Session 10,female,767,corr
MSC01,Session 10,female,1092,corr
MSC01,Session 10,female,736,corr
MSC01,Session 10,female,877,corr
MSC01,Session 10,female,1159,corr
MSC01,Session 10,male,707,corr
MSC01,Session 10,male,716,corr
MSC01,Session 10,male,693,corr
MSC01,Session 10,male,776,corr
MSC01,Session 10,male,711,corr
MSC01,Session 10,male,716,corr
MSC01,Session 10,male,1135,corr
MSC01,Session 10,male,989,corr
MSC01,Session 10,male,812,corr
MSC01,Session 10,male,767,corr
MSC01,Session 10,male,865,corr
MSC01,Session 10,male,797,corr
MSC01,Session 10,male,715,corr
MSC01,Session 10,male,826,corr
MSC01,Session 10,male,809,corr
MSC01,Session 10,male,656,corr
MSC01,Session 10,male,717,corr
MSC01,Session 10,male,821,corr
MSC01,Session 10,male,844,corr
MSC01,Session 10,male,677,corr
MSC01,Session 10,male,948,corr
MSC01,Session 10,male,894,corr
MSC01,Session 10,male,865,corr
MSC01,Session 10,male,752,corr
MSC01,Session 10,male,1297,corr
MSC01,Session 10,male,651,corr
MSC01,Session 10,male,876,corr
MSC01,Session 10,male,811,corr
MSC01,Session 10,male,864,corr
MSC01,Session 10,male,640,corr
MSC01,Session 10,male,1074,corr
MSC01,Session 10,male,803,corr
MSC01,Session 10,male,756,corr
MSC01,Session 10,male,1264,corr
MSC01,Session 10,male,1100,corr
MSC01,Session 10,male,839,corr
MSC01,Session 10,indoor,792,corr
MSC01,Session 10,indoor,672,corr
MSC01,Session 10,indoor,1472,corr
MSC01,Session 10,outdoor,1385,err
MSC01,Session 10,outdoor,1466,corr
MSC01,Session 10,outdoor,982,corr
MSC01,Session 10,outdoor,804,corr
MSC01,Session 10,outdoor,826,corr
MSC01,Session 10,outdoor,1167,corr
MSC01,Session 10,outdoor,962,corr
MSC01,Session 10,outdoor,974,corr
MSC01,Session 10,outdoor,1476,corr
MSC01,Session 10,outdoor,888,corr
MSC01,Session 10,outdoor,1268,corr
MSC01,Session 10,outdoor,706,corr
MSC01,Session 10,indoor,1032,corr
MSC01,Session 10,indoor,915,corr
MSC01,Session 10,indoor,1346,corr
MSC01,Session 10,outdoor,810,corr
MSC01,Session 10,outdoor,1096,corr
MSC01,Session 10,outdoor,819,corr
MSC01,Session 10,indoor,1656,corr
MSC01,Session 10,indoor,1101,corr
MSC01,Session 10,indoor,961,corr
MSC01,Session 10,indoor,1504,corr
MSC01,Session 10,indoor,855,corr
MSC01,Session 10,indoor,799,corr
MSC01,Session 10,outdoor,1598,corr
MSC01,Session 10,outdoor,759,corr
MSC01,Session 10,outdoor,1008,corr
MSC01,Session 10,outdoor,765,corr
MSC01,Session 10,outdoor,707,corr
MSC01,Session 10,outdoor,788,corr
MSC01,Session 10,indoor,943,corr
MSC01,Session 10,indoor,825,corr
MSC01,Session 10,indoor,1126,corr
MSC01,Session 10,indoor,1569,corr
MSC01,Session 10,indoor,914,corr
MSC01,Session 10,indoor,833,corr
MSC01,Session 10,indoor,829,corr
MSC01,Session 10,indoor,836,corr
MSC01,Session 10,indoor,833,corr
MSC01,Session 10,indoor,866,corr
MSC01,Session 10,indoor,961,corr
MSC01,Session 10,indoor,932,corr
MSC01,Session 10,indoor,1359,corr
MSC01,Session 10,indoor,1394,corr
MSC01,Session 10,indoor,1202,corr
MSC01,Session 10,outdoor,959,corr
MSC01,Session 10,outdoor,757,corr
MSC01,Session 10,outdoor,736,corr
MSC01,Session 10,indoor,1700,corr
MSC01,Session 10,indoor,1278,corr
MSC01,Session 10,indoor,1247,corr
MSC01,Session 10,indoor,1010,corr
MSC01,Session 10,indoor,1117,corr
MSC01,Session 10,indoor,817,corr
MSC01,Session 10,outdoor,1252,corr
MSC01,Session 10,outdoor,806,corr
MSC01,Session 10,outdoor,1494,corr
MSC01,Session 10,outdoor,842,corr
MSC01,Session 10,outdoor,926,corr
MSC01,Session 10,outdoor,1198,err
MSC01,Session 10,outdoor,1217,corr
MSC01,Session 10,outdoor,779,corr
MSC01,Session 10,outdoor,722,corr
MSC01,Session 10,indoor,1123,corr
MSC01,Session 10,indoor,766,corr
MSC01,Session 10,indoor,778,corr
MSC01,Session 10,outdoor,828,corr
MSC01,Session 10,outdoor,707,corr
MSC01,Session 10,outdoor,1099,corr
MSC01,Session 10,Concrete,828,corr
MSC01,Session 10,Concrete,680,corr
MSC01,Session 10,Concrete,1258,corr
MSC01,Session 10,Concrete,1156,corr
MSC01,Session 10,Concrete,793,corr
MSC01,Session 10,Concrete,723,corr
MSC01,Session 10,Concrete,914,corr
MSC01,Session 10,Concrete,720,corr
MSC01,Session 10,Concrete,682,corr
MSC01,Session 10,Abstract,1404,err
MSC01,Session 10,Abstract,1058,err
MSC01,Session 10,Abstract,910,err
MSC01,Session 10,Abstract,1477,err
MSC01,Session 10,Abstract,1116,corr
MSC01,Session 10,Abstract,1136,corr
MSC01,Session 10,Concrete,1009,corr
MSC01,Session 10,Concrete,610,corr
MSC01,Session 10,Concrete,1019,corr
MSC01,Session 10,Concrete,653,corr
MSC01,Session 10,Concrete,862,corr
MSC01,Session 10,Concrete,664,corr
MSC01,Session 10,Abstract,1263,corr
MSC01,Session 10,Abstract,890,corr
MSC01,Session 10,Abstract,665,corr
MSC01,Session 10,Abstract,1502,corr
MSC01,Session 10,Abstract,1377,corr
MSC01,Session 10,Abstract,855,corr
MSC01,Session 10,Abstract,874,corr
MSC01,Session 10,Abstract,980,corr
MSC01,Session 10,Abstract,866,corr
MSC01,Session 10,Concrete,1255,corr
MSC01,Session 10,Concrete,823,corr
MSC01,Session 10,Concrete,649,corr
MSC01,Session 10,Concrete,985,corr
MSC01,Session 10,Concrete,779,corr
MSC01,Session 10,Concrete,708,corr
MSC01,Session 10,Abstract,1473,corr
MSC01,Session 10,Abstract,1386,corr
MSC01,Session 10,Abstract,1206,corr
MSC01,Session 10,Abstract,977,corr
MSC01,Session 10,Abstract,653,corr
MSC01,Session 10,Abstract,719,corr
MSC01,Session 10,Concrete,1192,corr
MSC01,Session 10,Concrete,687,corr
MSC01,Session 10,Concrete,749,corr
MSC01,Session 10,Concrete,1321,corr
MSC01,Session 10,Concrete,638,corr
MSC01,Session 10,Concrete,1250,corr
MSC01,Session 10,Abstract,951,corr
MSC01,Session 10,Abstract,1353,corr
MSC01,Session 10,Abstract,802,corr
MSC01,Session 10,Concrete,996,corr
MSC01,Session 10,Concrete,884,corr
MSC01,Session 10,Concrete,625,corr
MSC01,Session 10,Concrete,1075,corr
MSC01,Session 10,Concrete,807,corr
MSC01,Session 10,Concrete,607,corr
MSC01,Session 10,Abstract,1068,corr
MSC01,Session 10,Abstract,827,err
MSC01,Session 10,Abstract,740,corr
MSC01,Session 10,Concrete,1325,corr
MSC01,Session 10,Concrete,750,corr
MSC01,Session 10,Concrete,661,corr
MSC01,Session 10,Abstract,1520,corr
MSC01,Session 10,Abstract,857,corr
MSC01,Session 10,Abstract,760,corr
MSC01,Session 10,Abstract,1419,corr
MSC01,Session 10,Abstract,599,corr
MSC01,Session 10,Abstract,1201,corr
MSC01,Session 10,Abstract,1514,corr
MSC01,Session 10,Abstract,1207,corr
MSC01,Session 10,Abstract,877,corr
MSC02,Session 1 ,male,755,corr
MSC02,Session 1 ,male,657,corr
MSC02,Session 1 ,male,729,corr
MSC02,Session 1 ,male,609,corr
MSC02,Session 1 ,male,537,corr
MSC02,Session 1 ,male,510,corr
MSC02,Session 1 ,male,664,corr
MSC02,Session 1 ,male,578,corr
MSC02,Session 1 ,male,702,corr
MSC02,Session 1 ,male,767,corr
MSC02,Session 1 ,male,652,corr
MSC02,Session 1 ,male,671,corr
MSC02,Session 1 ,male,906,corr
MSC02,Session 1 ,male,536,corr
MSC02,Session 1 ,male,739,corr
MSC02,Session 1 ,male,678,corr
MSC02,Session 1 ,male,627,corr
MSC02,Session 1 ,male,549,corr
MSC02,Session 1 ,male,755,corr
MSC02,Session 1 ,male,704,corr
MSC02,Session 1 ,male,642,corr
MSC02,Session 1 ,male,728,corr
MSC02,Session 1 ,male,652,corr
MSC02,Session 1 ,male,790,corr
MSC02,Session 1 ,male,711,corr
MSC02,Session 1 ,male,532,corr
MSC02,Session 1 ,male,529,corr
MSC02,Session 1 ,male,639,corr
MSC02,Session 1 ,male,635,corr
MSC02,Session 1 ,male,546,corr
MSC02,Session 1 ,male,1174,corr
MSC02,Session 1 ,male,977,corr
MSC02,Session 1 ,male,673,corr
MSC02,Session 1 ,female,754,corr
MSC02,Session 1 ,female,1448,corr
MSC02,Session 1 ,female,857,corr
MSC02,Session 1 ,male,790,corr
MSC02,Session 1 ,male,595,corr
MSC02,Session 1 ,male,517,corr
MSC02,Session 1 ,female,619,corr
MSC02,Session 1 ,female,605,corr
MSC02,Session 1 ,female,601,corr
MSC02,Session 1 ,female,791,corr
MSC02,Session 1 ,female,694,corr
MSC02,Session 1 ,female,560,corr
MSC02,Session 1 ,female,730,corr
MSC02,Session 1 ,female,598,corr
MSC02,Session 1 ,female,665,corr
MSC02,Session 1 ,female,580,corr
MSC02,Session 1 ,female,601,corr
MSC02,Session 1 ,female,665,corr
MSC02,Session 1 ,female,651,corr
MSC02,Session 1 ,female,512,corr
MSC02,Session 1 ,female,768,corr
MSC02,Session 1 ,female,878,corr
MSC02,Session 1 ,female,653,corr
MSC02,Session 1 ,female,616,corr
MSC02,Session 1 ,female,694,corr
MSC02,Session 1 ,female,737,corr
MSC02,Session 1 ,female,611,corr
MSC02,Session 1 ,female,450,corr
MSC02,Session 1 ,female,583,corr
MSC02,Session 1 ,female,673,corr
MSC02,Session 1 ,female,736,corr
MSC02,Session 1 ,female,653,corr
MSC02,Session 1 ,female,638,corr
MSC02,Session 1 ,female,668,corr
MSC02,Session 1 ,female,991,corr
MSC02,Session 1 ,female,715,corr
MSC02,Session 1 ,female,895,corr
MSC02,Session 1 ,female,608,corr
MSC02,Session 1 ,female,592,corr
MSC02,Session 1 ,indoor,888,err
MSC02,Session 1 ,indoor,711,corr
MSC02,Session 1 ,indoor,719,corr
MSC02,Session 1 ,outdoor,939,corr
MSC02,Session 1 ,outdoor,668,corr
MSC02,Session 1 ,outdoor,1119,corr
MSC02,Session 1 ,indoor,1361,corr
MSC02,Session 1 ,indoor,801,corr
MSC02,Session 1 ,indoor,1037,corr
MSC02,Session 1 ,outdoor,1259,corr
MSC02,Session 1 ,outdoor,1046,corr
MSC02,Session 1 ,outdoor,898,corr
MSC02,Session 1 ,outdoor,889,corr
MSC02,Session 1 ,outdoor,831,corr
MSC02,Session 1 ,outdoor,698,corr
MSC02,Session 1 ,outdoor,885,corr
MSC02,Session 1 ,outdoor,814,corr
MSC02,Session 1 ,outdoor,1534,corr
MSC02,Session 1 ,indoor,817,corr
MSC02,Session 1 ,indoor,895,corr
MSC02,Session 1 ,indoor,735,corr
MSC02,Session 1 ,indoor,1053,corr
MSC02,Session 1 ,indoor,783,corr
MSC02,Session 1 ,indoor,689,corr
MSC02,Session 1 ,indoor,1508,corr
MSC02,Session 1 ,indoor,799,corr
MSC02,Session 1 ,indoor,1240,corr
MSC02,Session 1 ,outdoor,897,err
MSC02,Session 1 ,outdoor,1192,err
MSC02,Session 1 ,outdoor,682,err
MSC02,Session 1 ,indoor,996,corr
MSC02,Session 1 ,indoor,733,corr
MSC02,Session 1 ,indoor,797,corr
MSC02,Session 1 ,indoor,784,corr
MSC02,Session 1 ,indoor,954,corr
MSC02,Session 1 ,indoor,943,corr
MSC02,Session 1 ,indoor,731,corr
MSC02,Session 1 ,outdoor,940,corr
MSC02,Session 1 ,outdoor,766,corr
MSC02,Session 1 ,outdoor,759,corr
MSC02,Session 1 ,indoor,680,corr
MSC02,Session 1 ,indoor,699,corr
MSC02,Session 1 ,indoor,677,corr
MSC02,Session 1 ,outdoor,857,corr
MSC02,Session 1 ,outdoor,876,corr
MSC02,Session 1 ,outdoor,695,corr
MSC02,Session 1 ,indoor,871,corr
MSC02,Session 1 ,indoor,891,corr
MSC02,Session 1 ,indoor,749,corr
MSC02,Session 1 ,indoor,788,corr
MSC02,Session 1 ,indoor,759,corr
MSC02,Session 1 ,indoor,601,corr
MSC02,Session 1 ,outdoor,702,corr
MSC02,Session 1 ,outdoor,707,corr
MSC02,Session 1 ,outdoor,766,corr
MSC02,Session 1 ,outdoor,867,corr
MSC02,Session 1 ,outdoor,611,corr
MSC02,Session 1 ,outdoor,655,corr
MSC02,Session 1 ,indoor,1050,corr
MSC02,Session 1 ,indoor,836,corr
MSC02,Session 1 ,indoor,667,corr
MSC02,Session 1 ,outdoor,1478,corr
MSC02,Session 1 ,outdoor,1041,corr
MSC02,Session 1 ,outdoor,1195,corr
MSC02,Session 1 ,outdoor,985,corr
MSC02,Session 1 ,outdoor,849,corr
MSC02,Session 1 ,outdoor,768,corr
MSC02,Session 1 ,outdoor,1433,corr
MSC02,Session 1 ,outdoor,1029,corr
MSC02,Session 1 ,outdoor,754,corr
MSC02,Session 1 ,indoor,866,corr
MSC02,Session 1 ,indoor,755,corr
MSC02,Session 1 ,Abstract,1007,corr
MSC02,Session 1 ,Abstract,905,corr
MSC02,Session 1 ,Abstract,2275,oops
MSC02,Session 1 ,Abstract,643,corr
MSC02,Session 1 ,Abstract,1062,corr
MSC02,Session 1 ,Abstract,987,corr
MSC02,Session 1 ,Abstract,850,corr
MSC02,Session 1 ,Abstract,810,corr
MSC02,Session 1 ,Concrete,800,corr
MSC02,Session 1 ,Concrete,625,corr
MSC02,Session 1 ,Concrete,669,corr
MSC02,Session 1 ,Concrete,1247,corr
MSC02,Session 1 ,Concrete,684,corr
MSC02,Session 1 ,Concrete,882,corr
MSC02,Session 1 ,Concrete,957,corr
MSC02,Session 1 ,Concrete,652,corr
MSC02,Session 1 ,Concrete,654,corr
MSC02,Session 1 ,Abstract,946,corr
MSC02,Session 1 ,Abstract,1099,corr
MSC02,Session 1 ,Abstract,761,corr
MSC02,Session 1 ,Abstract,1626,corr
MSC02,Session 1 ,Abstract,1033,corr
MSC02,Session 1 ,Abstract,1145,corr
MSC02,Session 1 ,Concrete,1029,corr
MSC02,Session 1 ,Concrete,744,corr
MSC02,Session 1 ,Concrete,708,corr
MSC02,Session 1 ,Abstract,974,corr
MSC02,Session 1 ,Abstract,882,corr
MSC02,Session 1 ,Abstract,881,corr
MSC02,Session 1 ,Concrete,628,corr
MSC02,Session 1 ,Concrete,640,corr
MSC02,Session 1 ,Concrete,677,corr
MSC02,Session 1 ,Concrete,999,corr
MSC02,Session 1 ,Concrete,801,corr
MSC02,Session 1 ,Concrete,664,corr
MSC02,Session 1 ,Abstract,1058,corr
MSC02,Session 1 ,Abstract,723,corr
MSC02,Session 1 ,Abstract,904,corr
MSC02,Session 1 ,Abstract,872,corr
MSC02,Session 1 ,Abstract,812,corr
MSC02,Session 1 ,Abstract,737,corr
MSC02,Session 1 ,Concrete,801,corr
MSC02,Session 1 ,Concrete,707,corr
MSC02,Session 1 ,Concrete,638,corr
MSC02,Session 1 ,Abstract,no response,err
MSC02,Session 1 ,Abstract,878,corr
MSC02,Session 1 ,Abstract,842,corr
MSC02,Session 1 ,Abstract,1031,corr
MSC02,Session 1 ,Abstract,1440,corr
MSC02,Session 1 ,Abstract,745,corr
MSC02,Session 1 ,Concrete,833,corr
MSC02,Session 1 ,Concrete,826,corr
MSC02,Session 1 ,Concrete,651,corr
MSC02,Session 1 ,Concrete,1162,corr
MSC02,Session 1 ,Concrete,786,corr
MSC02,Session 1 ,Concrete,655,corr
MSC02,Session 1 ,Abstract,1019,corr
MSC02,Session 1 ,Abstract,1352,corr
MSC02,Session 1 ,Abstract,803,corr
MSC02,Session 1 ,Abstract,871,corr
MSC02,Session 1 ,Concrete,1010,corr
MSC02,Session 1 ,Concrete,651,corr
MSC02,Session 1 ,Concrete,654,corr
MSC02,Session 1 ,Concrete,828,corr
MSC02,Session 1 ,Concrete,910,corr
MSC02,Session 1 ,Concrete,709,corr
MSC02,Session 1 ,Concrete,919,corr
MSC02,Session 1 ,Concrete,803,corr
MSC02,Session 1 ,Concrete,618,corr
MSC02,Session 1 ,Abstract,1421,corr
MSC02,Session 1 ,Abstract,978,corr
MSC02,Session 1 ,Abstract,683,corr
MSC02,Session 2,female,476,corr
MSC02,Session 2,female,636,corr
MSC02,Session 2,female,441,corr
MSC02,Session 2,male,831,corr
MSC02,Session 2,male,504,err
MSC02,Session 2,male,897,corr
MSC02,Session 2,male,769,corr
MSC02,Session 2,male,842,corr
MSC02,Session 2,male,no response,err
MSC02,Session 2,male,1041,corr
MSC02,Session 2,male,548,corr
MSC02,Session 2,male,1378,corr
MSC02,Session 2,male,746,corr
MSC02,Session 2,male,716,corr
MSC02,Session 2,male,674,corr
MSC02,Session 2,male,856,corr
MSC02,Session 2,male,590,corr
MSC02,Session 2,male,802,corr
MSC02,Session 2,male,767,corr
MSC02,Session 2,male,750,corr
MSC02,Session 2,male,1077,corr
MSC02,Session 2,male,762,corr
MSC02,Session 2,male,685,corr
MSC02,Session 2,male,928,corr
MSC02,Session 2,male,907,corr
MSC02,Session 2,male,652,corr
MSC02,Session 2,male,749,corr
MSC02,Session 2,male,649,corr
MSC02,Session 2,male,650,corr
MSC02,Session 2,male,573,corr
MSC02,Session 2,male,740,corr
MSC02,Session 2,male,721,corr
MSC02,Session 2,male,890,corr
MSC02,Session 2,male,979,corr
MSC02,Session 2,male,886,corr
