subs,Analysis,acc
INET016,OS,0.9748684210526316
INET041,OS,0.7236952861952861
INET034,OS,0.8392180593559251
INET034,OS,0.781598610818775
INET018,OS,0.8024681612461846
INET047,OS,0.866856120408378
INET006,OS,0.4031414994720169
INET047,OS,0.873855383643827
INET018,OS,0.8135196295126829
INET050,OS,0.8933796442479739
INET018,OS,0.752841806125671
INET006,OS,0.395987328405491
INET019,OS,0.881303295083693
INET044,OS,0.804
INET003,OS,0.904846210759962
INET003,OS,0.8915283796638833
INET018,OS,0.7162403957478161
INET003,OS,0.9119543388648135
INET006,OS,0.41467793030623024
INET041,OS,0.8043455387205387
INET045,OS,0.9131578947368421
INET006,OS,0.3873548046462513
INET047,OS,0.8799073781707188
INET041,OS,0.6467276936026936
INET003,OS,0.9354719374273333
INET034,OS,0.7741791201852242
INET047,OS,0.8262814440585202
INET041,OS,0.703861531986532
INET003,OS,0.8676408413486947
INET016,OS,0.9702631578947368
INET019,OS,0.8659858932519213
INET006,OS,0.3899419218585005
INET040,OS,0.7137406588780129
INET034,OS,0.8079877920437802
INET045,OS,0.8782631578947369
INET006,OS,0.42389123548046465
INET051,OS,0.8953182535507627
INET018,OS,0.6369592674455321
INET005,OS,0.7511843351931782
INET040,OS,0.5523629091674561
INET019,OS,0.8850405305821666
INET045,OS,0.912578947368421
INET044,OS,0.8098684210526316
INET044,OS,0.7887105263157894
INET016,OS,0.9701052631578948
INET041,OS,0.7806712962962963
INET040,OS,0.6395905694137459
INET019,OS,0.8913569849457837
INET005,OS,0.7039425202652911
INET047,OS,0.8613040732554468
INET041,OS,0.75184132996633
INET003,OS,0.8349540217735969
INET005,OS,0.7575797452363406
INET018,OS,0.7682612356594043
INET050,OS,0.7858909588464372
INET040,OS,0.573808020208399
INET041,OS,0.709648569023569
INET047,OS,0.8769603199663194
INET006,OS,0.3640179514255544
INET003,OS,0.9275446570130007
INET003,OS,0.8371208117535145
INET034,OS,0.8368501368133024
INET018,OS,0.7846542469213768
INET050,OS,0.8669613724871066
INET034,OS,0.7747316354451694
INET005,OS,0.7241288556690177
INET040,OS,0.6321439848437007
INET051,OS,0.927748553392951
INET051,OS,0.928511309836928
INET034,OS,0.7728109871605977
INET044,OS,0.884
INET044,OS,0.8798421052631579
INET045,OS,0.9077368421052632
INET045,OS,0.9036315789473685
INET050,OS,0.8250973581728239
INET045,OS,0.8846842105263159
INET019,OS,0.9030161069586272
INET016,OS,0.9301052631578948
INET044,OS,0.8633684210526316
INET005,OS,0.804768923044531
INET034,OS,0.8301147126920648
INET006,OS,0.3998416050686378
INET041,OS,0.7775410353535354
INET051,OS,0.8866912151499211
INET050,OS,0.9155878328596989
INET016,OS,0.9573947368421052
INET003,OS,0.9117429447204313
INET051,OS,0.9005260389268805
INET018,OS,0.7987843384906852
INET034,OS,0.8582666806988002
INET041,OS,0.7707018097643098
INET016,OS,0.9178421052631579
INET045,OS,0.8874736842105263
INET047,OS,0.8808020208399115
INET006,OS,0.4106916578669483
INET044,OS,0.845421052631579
INET041,OS,0.6525147306397306
INET044,OS,0.8914736842105263
INET050,OS,0.9416377223450163
INET040,OS,0.606594042732344
INET005,OS,0.7252868723023476
INET047,OS,0.9124565835175245
INET018,OS,0.7346068834859488
INET019,OS,0.8833561427518686
INET019,OS,0.8547478681966523
INET050,OS,0.8042048205452058
INET051,OS,0.8297475013150973
INET045,OS,0.9038947368421053
