SS,OS
0.48995535714285715,0.50375
0.4875,0.4997619047619048
0.5067708333333334,0.4977901785714286
0.5031994047619047,0.5046577380952381
0.5178571428571429,0.49741071428571426
0.49523809523809526,0.5016592261904762
0.5010416666666667,0.4979315476190476
0.5151785714285715,0.4997916666666667
0.49694940476190474,0.4971949404761905
0.49069940476190477,0.501078869047619
0.49828869047619045,0.5034970238095238
0.4982142857142857,0.5019345238095239
0.49620535714285713,0.49942708333333335
0.48668154761904764,0.49860863095238095
0.4974702380952381,0.5006547619047619
0.4929315476190476,0.4966889880952381
0.49970238095238095,0.4979613095238095
0.5113095238095238,0.49814732142857143
0.5154017857142857,0.5000818452380953
0.5078869047619048,0.49867559523809524
0.5138392857142857,0.5015848214285714
0.5162946428571429,0.49979910714285714
0.5046875,0.5006696428571429
0.4948660714285714,0.5042708333333333
0.5078869047619048,0.4969717261904762
0.5119791666666667,0.5022619047619048
0.48660714285714285,0.49916666666666665
0.512797619047619,0.49992559523809527
0.4976190476190476,0.5021354166666667
0.5179315476190476,0.4996875
0.4966517857142857,0.4995907738095238
0.49955357142857143,0.5036830357142857
0.4961309523809524,0.49549107142857146
0.5063988095238096,0.4983407738095238
0.5108630952380953,0.5025744047619047
0.5037946428571428,0.4987574404761905
0.48348214285714286,0.5024627976190477
0.5016369047619048,0.4990476190476191
0.5026041666666666,0.501889880952381
0.4882440476190476,0.5011383928571429
0.5047619047619047,0.49452380952380953
0.49575892857142856,0.5012053571428572
0.4982886904761905,0.4987797619047619
0.5063988095238096,0.4975744047619048
0.4959077380952381,0.4992857142857143
0.4987351190476191,0.5002752976190477
0.500297619047619,0.49702380952380953
0.4959077380952381,0.5016369047619048
0.5029017857142857,0.5000372023809524
0.4870535714285714,0.5013392857142858
0.4888392857142857,0.4992559523809524
0.49620535714285713,0.5030654761904761
0.5095238095238095,0.5059747023809524
0.49575892857142856,0.4955729166666667
0.49017857142857146,0.5025520833333333
0.5124255952380953,0.5011755952380953
0.5064732142857143,0.49980654761904764
0.5004464285714286,0.5004017857142857
0.4878720238095238,0.5016220238095238
0.5017113095238095,0.5022693452380953
0.5057291666666667,0.5013169642857143
0.48913690476190474,0.49938244047619046
0.4867559523809524,0.4973139880952381
0.5024553571428572,0.49576636904761906
0.4935267857142857,0.49999255952380955
0.48735119047619047,0.5016889880952381
0.5004464285714286,0.4996800595238095
0.49769345238095236,0.4973735119047619
0.4967261904761905,0.4990104166666667
0.49620535714285713,0.4979166666666667
0.4986607142857143,0.5003422619047619
0.49858630952380956,0.5001488095238096
0.49330357142857145,0.5017633928571429
0.4976190476190476,0.49906994047619047
0.5082589285714286,0.501421130952381
0.5034970238095238,0.49822916666666667
0.5087797619047619,0.49920386904761904
0.4942708333333333,0.4979017857142857
0.4912202380952381,0.5028869047619048
0.4975446428571429,0.49953125
0.5042410714285714,0.5013988095238096
0.4916666666666667,0.4998958333333333
0.4837797619047619,0.4973660714285714
0.4998511904761905,0.5015178571428571
0.4959077380952381,0.5017782738095238
0.49367559523809523,0.5036458333333333
0.4948660714285714,0.503125
0.509077380952381,0.4968452380952381
0.5026041666666666,0.5003050595238095
0.5084821428571429,0.50078125
0.5095238095238095,0.5030654761904761
0.49575892857142856,0.502641369047619
0.5057291666666667,0.49804315476190475
0.5005952380952381,0.4976413690476191
0.5102678571428572,0.4999032738095238
0.5043898809523809,0.5003869047619047
0.5022321428571429,0.5000297619047619
0.5084077380952381,0.5054315476190476
0.49977678571428574,0.4998958333333333
0.4972470238095238,0.49698660714285714
0.4939732142857143,0.5043526785714286
0.4967261904761905,0.49994791666666666
0.5083333333333333,0.49770833333333336
0.5139136904761905,0.4976785714285714
0.5052827380952382,0.4996279761904762
0.48273809523809524,0.4996949404761905
0.5061755952380953,0.4986532738095238
0.5045386904761905,0.49787202380952383
0.4988839285714286,0.4988392857142857
0.48660714285714285,0.4983854166666667
0.5071428571428571,0.4982217261904762
0.5039434523809524,0.5009300595238095
0.510639880952381,0.4965327380952381
0.5146577380952381,0.4971205357142857
0.5015625,0.5014880952380952
0.5023065476190476,0.5006547619047619
0.49270833333333336,0.5023065476190476
0.49575892857142856,0.500811011904762
0.48236607142857146,0.4990922619047619
0.514360119047619,0.5018303571428572
0.49516369047619047,0.5037053571428571
0.4959077380952381,0.49823660714285717
0.4898065476190476,0.4995833333333333
0.49188988095238095,0.49870535714285713
0.49308035714285714,0.49787202380952383
0.5151041666666667,0.5023511904761905
0.5001488095238096,0.5025446428571428
0.4945684523809524,0.4994717261904762
0.5134672619047619,0.4999404761904762
0.49694940476190474,0.49956101190476193
0.4992559523809524,0.5015029761904762
0.48601190476190476,0.5001264880952381
0.4988095238095238,0.4986011904761905
0.4955357142857143,0.4970014880952381
0.5092261904761904,0.49945684523809525
0.49017857142857146,0.5011979166666667
0.49375,0.5002157738095239
0.4962797619047619,0.49955357142857143
0.5016369047619048,0.5002083333333334
0.49895833333333334,0.5030208333333334
0.5090029761904762,0.5020684523809524
0.502827380952381,0.5026339285714286
0.5014880952380952,0.5015699404761905
0.5108630952380953,0.49842261904761903
0.504985119047619,0.5033333333333333
0.5002232142857143,0.5038616071428571
0.4902529761904762,0.49967261904761906
0.5104166666666666,0.497358630952381
0.4935267857142857,0.5000818452380953
0.5020833333333333,0.4986309523809524
0.5086309523809524,0.5024330357142858
0.5088541666666667,0.4992633928571429
0.4953125,0.5017559523809524
0.49062500000000003,0.5020758928571428
0.4973214285714286,0.4976413690476191
0.5126488095238095,0.49871279761904763
0.4973958333333333,0.49832589285714285
0.49330357142857145,0.5026488095238095
0.49918154761904765,0.5031547619047619
0.5073660714285715,0.5020684523809524
0.5005208333333333,0.5000074404761905
0.49263392857142857,0.4990327380952381
0.49069940476190477,0.4980580357142857
0.5015625,0.50015625
0.48988095238095236,0.49711309523809527
0.5139136904761905,0.4979389880952381
0.5058035714285715,0.5016666666666667
0.5000744047619048,0.5021205357142857
0.507514880952381,0.5015997023809524
0.49322916666666666,0.5030803571428571
0.5050595238095238,0.5000446428571429
0.5036458333333333,0.49598214285714287
0.49583333333333335,0.4990476190476191
0.49464285714285716,0.4970386904761905
0.5037202380952381,0.5014880952380952
0.49561011904761904,0.5011383928571429
0.5098214285714285,0.49898809523809523
0.4990327380952381,0.4988467261904762
0.5013392857142858,0.5026785714285714
0.5067708333333334,0.499375
0.4968005952380952,0.4997470238095238
0.5005208333333333,0.5032068452380952
0.4845238095238095,0.49898809523809523
0.5008928571428571,0.4984747023809524
0.5026785714285714,0.49921875
0.48720238095238094,0.4996279761904762
0.5033482142857143,0.4992857142857143
0.5035714285714286,0.49995535714285716
0.5084077380952381,0.4977157738095238
0.5116815476190476,0.5043526785714286
0.5049107142857143,0.49686011904761906
